t,phi,omega,T,U,E
0.760000,0.036407,-5.786228,16.740217,-9.803499,6.936718
0.770000,-0.021464,-5.786961,16.744458,-9.807740,6.936718
0.780000,-0.079313,-5.782020,16.715878,-9.779161,6.936718
0.790000,-0.137085,-5.771427,16.654685,-9.717968,6.936718
0.800000,-0.194723,-5.755227,16.561321,-9.624603,6.936718
0.810000,-0.252171,-5.733490,16.436456,-9.499739,6.936718
0.820000,-0.309375,-5.706309,16.280979,-9.344261,6.936718
0.830000,-0.366280,-5.673796,16.095983,-9.159265,6.936718
0.840000,-0.422833,-5.636089,15.882750,-8.946032,6.936718
0.850000,-0.478985,-5.593341,15.642732,-8.706015,6.936718
0.860000,-0.534684,-5.545725,15.377533,-8.440815,6.936718
0.870000,-0.589884,-5.493429,15.088881,-8.152163,6.936718
0.880000,-0.644538,-5.436656,14.778612,-7.841894,6.936717
0.890000,-0.698603,-5.375620,14.448644,-7.511926,6.936717
0.900000,-0.752037,-5.310546,14.100952,-7.164234,6.936717
0.910000,-0.804801,-5.241669,13.737547,-6.800830,6.936717
0.920000,-0.856858,-5.169227,13.360455,-6.423738,6.936717
0.930000,-0.908174,-5.093465,12.971694,-6.034976,6.936717
0.940000,-0.958717,-5.014629,12.573253,-5.636536,6.936717
0.950000,-1.008457,-4.932967,12.167080,-5.230362,6.936717
0.960000,-1.057368,-4.848724,11.755061,-4.818343,6.936717
0.970000,-1.105424,-4.762144,11.339009,-4.402291,6.936717
0.980000,-1.152604,-4.673468,10.920651,-3.983933,6.936717
0.990000,-1.198887,-4.582929,10.501619,-3.564902,6.936717
1.000000,-1.244257,-4.490756,10.083444,-3.146726,6.936717
1.010000,-1.288698,-4.397169,9.667547,-2.730829,6.936717
1.020000,-1.332196,-4.302380,9.255238,-2.318520,6.936717
1.030000,-1.374742,-4.206593,8.847714,-1.910996,6.936717
1.040000,-1.416325,-4.110002,8.446057,-1.509340,6.936717
1.050000,-1.456940,-4.012789,8.051237,-1.114520,6.936717
1.060000,-1.496580,-3.915128,7.664114,-0.727396,6.936717
1.070000,-1.535242,-3.817181,7.285437,-0.348719,6.936717
1.080000,-1.572923,-3.719101,6.915855,0.020862,6.936717
1.090000,-1.609624,-3.621027,6.555918,0.380799,6.936717
1.100000,-1.645344,-3.523090,6.206082,0.730635,6.936717
1.110000,-1.680086,-3.425410,5.866717,1.070001,6.936717
1.120000,-1.713853,-3.328095,5.538110,1.398608,6.936717
1.130000,-1.746650,-3.231246,5.220474,1.716244,6.936717
1.140000,-1.778480,-3.134949,4.913954,2.022764,6.936717
1.150000,-1.809351,-3.039287,4.618632,2.318086,6.936717
1.160000,-1.839268,-2.944328,4.334533,2.602185,6.936717
1.170000,-1.868240,-2.850134,4.061632,2.875085,6.936717
1.180000,-1.896274,-2.756759,3.799861,3.136856,6.936717
1.190000,-1.923378,-2.664249,3.549111,3.387606,6.936717
1.200000,-1.949562,-2.572640,3.309239,3.627479,6.936717
1.210000,-1.974834,-2.481964,3.080073,3.856644,6.936717
1.220000,-1.999204,-2.392245,2.861418,4.075300,6.936717
1.230000,-2.022682,-2.303500,2.653056,4.283661,6.936717
1.240000,-2.045277,-2.215741,2.454755,4.481962,6.936717
1.250000,-2.067000,-2.128976,2.266268,4.670449,6.936717
1.260000,-2.087860,-2.043204,2.087340,4.849377,6.936717
1.270000,-2.107868,-1.958422,1.917708,5.019009,6.936717
1.280000,-2.127032,-1.874623,1.757106,5.179612,6.936717
1.290000,-2.145363,-1.791795,1.605264,5.331453,6.936717
1.300000,-2.162871,-1.709922,1.461916,5.474802,6.936717
1.310000,-2.179565,-1.628984,1.326795,5.609923,6.936717
1.320000,-2.195454,-1.548960,1.199639,5.737078,6.936717
1.330000,-2.210547,-1.469825,1.080193,5.856525,6.936718
1.340000,-2.224853,-1.391550,0.968206,5.968511,6.936718
1.350000,-2.238381,-1.314106,0.863437,6.073280,6.936718
1.360000,-2.251138,-1.237459,0.765653,6.171065,6.936718
1.370000,-2.263132,-1.161576,0.674630,6.262088,6.936718
1.380000,-2.274372,-1.086421,0.590155,6.346562,6.936718
1.390000,-2.284863,-1.011954,0.512026,6.424692,6.936718
1.400000,-2.294613,-0.938138,0.440052,6.496666,6.936718
1.410000,-2.303628,-0.864931,0.374053,6.562664,6.936718
1.420000,-2.311914,-0.792292,0.313863,6.622854,6.936718
1.430000,-2.319476,-0.720177,0.259328,6.677390,6.936718
1.440000,-2.326319,-0.648543,0.210304,6.726413,6.936718
1.450000,-2.332448,-0.577346,0.166664,6.770054,6.936718
1.460000,-2.337867,-0.506539,0.128291,6.808427,6.936718
1.470000,-2.342580,-0.436077,0.095081,6.841636,6.936718
1.480000,-2.346589,-0.365913,0.066946,6.869771,6.936718
1.490000,-2.349899,-0.296000,0.043808,6.892909,6.936718
1.500000,-2.352510,-0.226292,0.025604,6.911113,6.936718
1.510000,-2.354425,-0.156740,0.012284,6.924434,6.936718
1.520000,-2.355645,-0.087296,0.003810,6.932907,6.936718
1.530000,-2.356171,-0.017913,0.000160,6.936557,6.936718
1.540000,-2.356004,0.051457,0.001324,6.935394,6.936718
1.550000,-2.355142,0.120863,0.007304,6.929414,6.936718
1.560000,-2.353586,0.190353,0.018117,6.918600,6.936718
1.570000,-2.351335,0.259975,0.033794,6.902924,6.936718
1.580000,-2.348386,0.329776,0.054376,6.882341,6.936718
1.590000,-2.344738,0.399804,0.079922,6.856796,6.936718
1.600000,-2.340389,0.470107,0.110500,6.826217,6.936718
1.610000,-2.335335,0.540730,0.146194,6.790523,6.936718
1.620000,-2.329573,0.611720,0.187101,6.749617,6.936718
1.630000,-2.323099,0.683123,0.233328,6.703389,6.936718
1.640000,-2.315909,0.754984,0.285000,6.651717,6.936718
1.650000,-2.307998,0.827347,0.342251,6.594466,6.936718
1.660000,-2.299360,0.900255,0.405230,6.531488,6.936718
1.670000,-2.289991,0.973752,0.474096,6.462622,6.936718
1.680000,-2.279883,1.047877,0.549023,6.387694,6.936718
1.690000,-2.269031,1.122672,0.630196,6.306521,6.936718
1.700000,-2.257428,1.198175,0.717811,6.218906,6.936718
1.710000,-2.245065,1.274422,0.812076,6.124641,6.936718
1.720000,-2.231936,1.351450,0.913209,6.023508,6.936718
1.730000,-2.218033,1.429292,1.021438,5.915279,6.936718
1.740000,-2.203348,1.507980,1.137001,5.799716,6.936717
1.750000,-2.187871,1.587541,1.260144,5.676574,6.936717
1.760000,-2.171594,1.668004,1.391118,5.545599,6.936717
1.770000,-2.154508,1.749391,1.530185,5.406533,6.936717
1.780000,-2.136603,1.831724,1.677606,5.259111,6.936717
1.790000,-2.117870,1.915020,1.833651,5.103067,6.936717
1.800000,-2.098299,1.999293,1.998586,4.938132,6.936717
1.810000,-2.077881,2.084552,2.172679,4.764038,6.936717
1.820000,-2.056605,2.170805,2.356197,4.580521,6.936717
1.830000,-2.034462,2.258051,2.549398,4.387320,6.936717
1.840000,-2.011441,2.346288,2.752533,4.184184,6.936717
1.850000,-1.987533,2.435506,2.965844,3.970873,6.936717
1.860000,-1.962727,2.525690,3.189555,3.747162,6.936717
1.870000,-1.937016,2.616821,3.423875,3.512843,6.936717
1.880000,-1.910388,2.708870,3.668987,3.267730,6.936717
1.890000,-1.882835,2.801803,3.925050,3.011667,6.936717
1.900000,-1.854349,2.895580,4.192191,2.744526,6.936717
1.910000,-1.824921,2.990151,4.470501,2.466217,6.936717
1.920000,-1.794544,3.085458,4.760026,2.176691,6.936717
1.930000,-1.763210,3.181437,5.060769,1.875948,6.936717
1.940000,-1.730913,3.278011,5.372678,1.564040,6.936717
1.950000,-1.697648,3.375097,5.695641,1.241077,6.936717
1.960000,-1.663409,3.472602,6.029481,0.907237,6.936717
1.970000,-1.628195,3.570420,6.373950,0.562768,6.936717
1.980000,-1.592000,3.668439,6.728721,0.207996,6.936717
1.990000,-1.554826,3.766533,7.093384,-0.156667,6.936717
2.000000,-1.516670,3.864567,7.467438,-0.530721,6.936717
2.010000,-1.477535,3.962395,7.850287,-0.913569,6.936717
2.020000,-1.437423,4.059860,8.241232,-1.304514,6.936717
2.030000,-1.396339,4.156795,8.639471,-1.702754,6.936717
2.040000,-1.354290,4.253021,9.044093,-2.107376,6.936717
2.050000,-1.311282,4.348350,9.454073,-2.517355,6.936717
2.060000,-1.267326,4.442583,9.868273,-2.931556,6.936717
2.070000,-1.222435,4.535514,10.285442,-3.348725,6.936717
2.080000,-1.176621,4.626925,10.704216,-3.767499,6.936717
2.090000,-1.129902,4.716592,11.123119,-4.186402,6.936717
2.100000,-1.082296,4.804284,11.540572,-4.603855,6.936717
2.110000,-1.033824,4.889764,11.954896,-5.018178,6.936717
2.120000,-0.984509,4.972790,12.364319,-5.427602,6.936717
2.130000,-0.934377,5.053117,12.766993,-5.830276,6.936717
2.140000,-0.883456,5.130497,13.161000,-6.224283,6.936717
2.150000,-0.831778,5.204684,13.544370,-6.607652,6.936717
2.160000,-0.779374,5.275433,13.915096,-6.978379,6.936717
2.170000,-0.726281,5.342501,14.271156,-7.334438,6.936717
2.180000,-0.672537,5.405650,14.610528,-7.673810,6.936717
2.190000,-0.618182,5.464653,14.931214,-7.994497,6.936717
2.200000,-0.563259,5.519287,15.231266,-8.294548,6.936718
2.210000,-0.507812,5.569345,15.508801,-8.572084,6.936718
2.220000,-0.451888,5.614630,15.762033,-8.825316,6.936718
2.230000,-0.395535,5.654961,15.989291,-9.052574,6.936718
2.240000,-0.338805,5.690174,16.189042,-9.252325,6.936718
2.250000,-0.281750,5.720125,16.359914,-9.423196,6.936718
2.260000,-0.224421,5.744687,16.500713,-9.563996,6.936718
2.270000,-0.166874,5.763757,16.610445,-9.673727,6.936718
2.280000,-0.109164,5.777253,16.688323,-9.751606,6.936718
2.290000,-0.051348,5.785117,16.733788,-9.797070,6.936718
2.300000,0.006519,5.787315,16.746509,-9.809792,6.936718
2.310000,0.064380,5.783839,16.726395,-9.789677,6.936718
2.320000,0.122177,5.774702,16.673591,-9.736873,6.936718
2.330000,0.179855,5.759944,16.588479,-9.651761,6.936718
2.340000,0.237357,5.739629,16.471672,-9.534955,6.936718
2.350000,0.294629,5.713843,16.324004,-9.387286,6.936718
2.360000,0.351616,5.682696,16.146515,-9.209797,6.936718
2.370000,0.408266,5.646316,15.940441,-9.003724,6.936718
2.380000,0.464526,5.604854,15.707193,-8.770475,6.936718
2.390000,0.520346,5.558477,15.448335,-8.511617,6.936718
2.400000,0.575679,5.507371,15.165567,-8.228850,6.936717
2.410000,0.630479,5.451734,14.860700,-7.923983,6.936717
2.420000,0.684700,5.391777,14.535632,-7.598914,6.936717
2.430000,0.738301,5.327725,14.192325,-7.255608,6.936717
2.440000,0.791241,5.259807,13.832784,-6.896067,6.936717
2.450000,0.843485,5.188262,13.459033,-6.522316,6.936717
2.460000,0.894995,5.113334,13.073093,-6.136376,6.936717
2.470000,0.945741,5.035268,12.676963,-5.740246,6.936717
2.480000,0.995691,4.954312,12.272604,-5.335886,6.936717
2.490000,1.044818,4.870712,11.861917,-4.925200,6.936717
2.500000,1.093097,4.784713,11.446738,-4.510020,6.936717
2.510000,1.140505,4.696555,11.028815,-4.092097,6.936717
2.520000,1.187022,4.606475,10.609806,-3.673089,6.936717
2.530000,1.232629,4.514703,10.191269,-3.254552,6.936717
2.540000,1.277311,4.421460,9.774654,-2.837937,6.936717
2.550000,1.321054,4.326962,9.361299,-2.424582,6.936717
2.560000,1.363847,4.231414,8.952431,-2.015714,6.936717
2.570000,1.405680,4.135012,8.549162,-1.612445,6.936717
2.580000,1.446545,4.037943,8.152490,-1.215773,6.936717
2.590000,1.486437,3.940381,7.763303,-0.826585,6.936717
2.600000,1.525351,3.842494,7.382379,-0.445661,6.936717
2.610000,1.563286,3.744434,7.010392,-0.073674,6.936717
2.620000,1.600240,3.646345,6.647917,0.288801,6.936717
2.630000,1.636213,3.548361,6.295434,0.641284,6.936717
2.640000,1.671208,3.450604,5.953334,0.983384,6.936717
2.650000,1.705227,3.353185,5.621925,1.314792,6.936717
2.660000,1.738273,3.256206,5.301439,1.635278,6.936717
2.670000,1.770352,3.159759,4.992039,1.944679,6.936717
2.680000,1.801470,3.063926,4.693820,2.242897,6.936717
2.690000,1.831633,2.968779,4.406823,2.529894,6.936717
2.700000,1.860848,2.874382,4.131036,2.805681,6.936717
2.710000,1.889124,2.780791,3.866400,3.070317,6.936717
2.720000,1.916467,2.688054,3.612816,3.323901,6.936717
2.730000,1.942888,2.596209,3.370150,3.566567,6.936717
2.740000,1.968394,2.505289,3.138238,3.798480,6.936717
2.750000,1.992997,2.415321,2.916888,4.019829,6.936717
2.760000,2.016704,2.326323,2.705890,4.230827,6.936717
2.770000,2.039526,2.238309,2.505014,4.431704,6.936717
2.780000,2.061474,2.151287,2.314017,4.622701,6.936717
2.790000,2.082555,2.065258,2.132645,4.804072,6.936717
2.800000,2.102782,1.980221,1.960638,4.976079,6.936717
2.810000,2.122163,1.896170,1.797730,5.138988,6.936717
2.820000,2.140709,1.813092,1.643651,5.293066,6.936717
2.830000,2.158428,1.730974,1.498135,5.438582,6.936717
2.840000,2.175331,1.649797,1.360915,5.575803,6.936717
2.850000,2.191427,1.569539,1.231727,5.704991,6.936717
2.860000,2.206725,1.490177,1.110314,5.826403,6.936717
2.870000,2.221234,1.411683,0.996424,5.940293,6.936717
2.880000,2.234961,1.334027,0.889814,6.046903,6.936717
2.890000,2.247917,1.257178,0.790248,6.146469,6.936717
2.900000,2.260108,1.181101,0.697500,6.239217,6.936717
2.910000,2.271541,1.105761,0.611354,6.325364,6.936717
2.920000,2.282225,1.031121,0.531605,6.405113,6.936717
2.930000,2.292166,0.957140,0.458059,6.478659,6.936717
2.940000,2.301370,0.883780,0.390534,6.546184,6.936717
2.950000,2.309843,0.810998,0.328859,6.607859,6.936717
2.960000,2.317592,0.738752,0.272877,6.663840,6.936717
2.970000,2.324620,0.666998,0.222443,6.714274,6.936717
2.980000,2.330933,0.595692,0.177425,6.759293,6.936717
2.990000,2.336535,0.524789,0.137702,6.799016,6.936717
3.000000,2.341430,0.454242,0.103168,6.833550,6.936717
3.010000,2.345621,0.384006,0.073730,6.862987,6.936717
3.020000,2.349111,0.314033,0.049308,6.887409,6.936717
3.030000,2.351903,0.244276,0.029835,6.906882,6.936717
3.040000,2.353997,0.174689,0.015258,6.921459,6.936717
3.050000,2.355397,0.105222,0.005536,6.931182,6.936717
3.060000,2.356102,0.035828,0.000642,6.936076,6.936717
3.070000,2.356113,-0.033542,0.000563,6.936155,6.936717
3.080000,2.355431,-0.102934,0.005298,6.931420,6.936717
3.090000,2.354054,-0.172398,0.014861,6.921857,6.936717
3.100000,2.351983,-0.241981,0.029277,6.907440,6.936717
3.110000,2.349214,-0.311731,0.048588,6.888129,6.936717
3.120000,2.345747,-0.381696,0.072846,6.863872,6.936717
3.130000,2.341580,-0.451923,0.102117,6.834600,6.936717
3.140000,2.336708,-0.522459,0.136482,6.800236,6.936717
3.150000,2.331129,-0.593350,0.176032,6.760686,6.936717
3.160000,2.324840,-0.664642,0.220874,6.715843,6.936717
3.170000,2.317835,-0.736380,0.271128,6.665590,6.936717
3.180000,2.310110,-0.808609,0.326924,6.609793,6.936717
3.190000,2.301661,-0.881373,0.388409,6.548309,6.936717
3.200000,2.292481,-0.954713,0.455739,6.480979,6.936717
3.210000,2.282565,-1.028673,0.529084,6.407634,6.936717
3.220000,2.271905,-1.103291,0.608625,6.328092,6.936717
3.230000,2.260496,-1.178607,0.694557,6.242160,6.936717
3.240000,2.248331,-1.254659,0.787085,6.149633,6.936717
3.250000,2.235401,-1.331482,0.886422,6.050295,6.936717
3.260000,2.221698,-1.409111,0.992797,5.943921,6.936717
3.270000,2.207216,-1.487577,1.106443,5.830275,6.936717
3.280000,2.191944,-1.566910,1.227604,5.709114,6.936717
3.290000,2.175874,-1.647138,1.356531,5.580186,6.936717
3.300000,2.158998,-1.728284,1.493483,5.443235,6.936717
3.310000,2.141306,-1.810371,1.638721,5.297996,6.936717
3.320000,2.122787,-1.893417,1.792513,5.144204,6.936717
3.330000,2.103434,-1.977436,1.955127,4.981591,6.936717
3.340000,2.083235,-2.062440,2.126830,4.809888,6.936717
3.350000,2.062182,-2.148436,2.307889,4.628829,6.936717
3.360000,2.040263,-2.235426,2.498564,4.438153,6.936717
3.370000,2.017470,-2.323407,2.699111,4.237607,6.936717
3.380000,1.993792,-2.412373,2.909772,4.026946,6.936717
3.390000,1.969219,-2.502310,3.130777,3.805941,6.936717
3.400000,1.943743,-2.593198,3.362338,3.574379,6.936717
3.410000,1.917352,-2.685013,3.604647,3.332071,6.936717
3.420000,1.890039,-2.777722,3.857869,3.078849,6.936717
3.430000,1.861795,-2.871285,4.122139,2.814579,6.936717
3.440000,1.832611,-2.965656,4.397558,2.539160,6.936717
3.450000,1.802479,-3.060779,4.684184,2.252533,6.936717
3.460000,1.771393,-3.156591,4.982034,1.954684,6.936717
3.470000,1.739346,-3.253019,5.291067,1.645650,6.936717
3.480000,1.706331,-3.349982,5.611189,1.325528,6.936717
3.490000,1.672344,-3.447388,5.942242,0.994476,6.936717
3.500000,1.637382,-3.545136,6.283994,0.652724,6.936717
3.510000,1.601441,-3.643114,6.636141,0.300577,6.936717
3.520000,1.564519,-3.741201,6.998293,-0.061576,6.936717
3.530000,1.526617,-3.839264,7.369975,-0.433258,6.936717
3.540000,1.487735,-3.937160,7.750615,-0.813898,6.936717
3.550000,1.447875,-4.034735,8.139542,-1.202825,6.936717
3.560000,1.407042,-4.131823,8.535981,-1.599264,6.936717
3.570000,1.365241,-4.228250,8.939048,-2.002331,6.936717
3.580000,1.322479,-4.323829,9.347749,-2.411031,6.936717
3.590000,1.278768,-4.418365,9.760974,-2.824257,6.936717
3.600000,1.234116,-4.511652,10.177503,-3.240786,6.936717
3.610000,1.188539,-4.603477,10.595999,-3.659282,6.936717
3.620000,1.142052,-4.693616,11.015016,-4.078299,6.936717
3.630000,1.094673,-4.781841,11.433001,-4.496284,6.936717
3.640000,1.046423,-4.867915,11.848298,-4.911581,6.936717
3.650000,0.997323,-4.951598,12.259162,-5.322444,6.936717
3.660000,0.947400,-5.032645,12.663760,-5.727042,6.936717
3.670000,0.896680,-5.110810,13.060192,-6.123474,6.936717
3.680000,0.845194,-5.185846,13.446499,-6.509782,6.936717
3.690000,0.792974,-5.257506,13.820684,-6.883967,6.936717
3.700000,0.740056,-5.325547,14.180725,-7.244008,6.936717
3.710000,0.686476,-5.389731,14.524599,-7.587882,6.936717
3.720000,0.632275,-5.449826,14.850300,-7.913582,6.936717
3.730000,0.577494,-5.505609,15.155863,-8.219146,6.936717
3.740000,0.522178,-5.556868,15.439389,-8.502671,6.936717
3.750000,0.466372,-5.603403,15.699062,-8.762345,6.936718
3.760000,0.410126,-5.645030,15.933180,-8.996463,6.936718
3.770000,0.353489,-5.681579,16.140173,-9.203455,6.936718
3.780000,0.296512,-5.712902,16.318624,-9.381906,6.936718
3.790000,0.239248,-5.738866,16.467293,-9.530575,6.936718
3.800000,0.181753,-5.759363,16.585131,-9.648414,6.936718
3.810000,0.124080,-5.774305,16.671298,-9.734581,6.936718
3.820000,0.066285,-5.783628,16.725174,-9.788457,6.936718
3.830000,0.008426,-5.787291,16.746369,-9.809652,6.936718
3.840000,-0.049442,-5.785280,16.734730,-9.798012,6.936718
3.850000,-0.107261,-5.777602,16.690340,-9.753623,6.936718
3.860000,-0.164975,-5.764290,16.613522,-9.676805,6.936718
3.870000,-0.222528,-5.745403,16.504829,-9.568112,6.936718
3.880000,-0.279865,-5.721021,16.365039,-9.428321,6.936718
3.890000,-0.336930,-5.691246,16.195140,-9.258422,6.936718
3.900000,-0.393672,-5.656204,15.996319,-9.059602,6.936718
3.910000,-0.450037,-5.616039,15.769944,-8.833227,6.936717
3.920000,-0.505976,-5.570914,15.517542,-8.580825,6.936717
3.930000,-0.561440,-5.521011,15.240780,-8.304062,6.936717
3.940000,-0.616381,-5.466524,14.941441,-8.004723,6.936717
3.950000,-0.670756,-5.407662,14.621403,-7.684686,6.936717
3.960000,-0.724520,-5.344645,14.282616,-7.345898,6.936717
3.970000,-0.777635,-5.277703,13.927074,-6.990356,6.936717
3.980000,-0.830062,-5.207072,13.556798,-6.620081,6.936717
3.990000,-0.881765,-5.132994,13.173813,-6.237096,6.936717
4.000000,-0.932711,-5.055715,12.780125,-5.843408,6.936717
4.010000,-0.982870,-4.975481,12.377706,-5.440988,6.936717
4.020000,-1.032212,-4.892540,11.968475,-5.031757,6.936717
4.030000,-1.080712,-4.807137,11.554284,-4.617567,6.936717
4.040000,-1.128347,-4.719514,11.136907,-4.200190,6.936717
4.050000,-1.175096,-4.629908,10.718026,-3.781308,6.936717
4.060000,-1.220940,-4.538551,10.299224,-3.362506,6.936717
4.070000,-1.265862,-4.445667,9.881979,-2.945262,6.936717
4.080000,-1.309849,-4.351473,9.467660,-2.530943,6.936717
4.090000,-1.352888,-4.256177,9.057523,-2.120805,6.936717
4.100000,-1.394969,-4.159978,8.652708,-1.715990,6.936717
4.110000,-1.436085,-4.063064,8.254243,-1.317525,6.936717
4.120000,-1.476229,-3.965613,7.863044,-0.926326,6.936717
4.130000,-1.515396,-3.867794,7.479917,-0.543200,6.936717
4.140000,-1.553584,-3.769765,7.105563,-0.168846,6.936717
4.150000,-1.590791,-3.671671,6.740582,0.196135,6.936717
4.160000,-1.627018,-3.573647,6.385478,0.551240,6.936717
4.170000,-1.662265,-3.475820,6.040664,0.896054,6.936717
4.180000,-1.696535,-3.378304,5.706469,1.230248,6.936717
4.190000,-1.729832,-3.281202,5.383145,1.553573,6.936717
4.200000,-1.762161,-3.184610,5.070870,1.865848,6.936717
4.210000,-1.793526,-3.088610,4.769757,2.166960,6.936717
4.220000,-1.823935,-2.993280,4.479862,2.456856,6.936717
4.230000,-1.853394,-2.898684,4.201184,2.735534,6.936717
4.240000,-1.881911,-2.804880,3.933676,3.003042,6.936717
4.250000,-1.909495,-2.711918,3.677249,3.259468,6.936717
4.260000,-1.936153,-2.619839,3.431779,3.504939,6.936717
4.270000,-1.961895,-2.528678,3.197106,3.739611,6.936717
4.280000,-1.986729,-2.438462,2.973049,3.963669,6.936717
4.290000,-2.010667,-2.349212,2.759399,4.177319,6.936717
4.300000,-2.033717,-2.260943,2.555932,4.380786,6.936717
4.310000,-2.055889,-2.173664,2.362407,4.574310,6.936717
4.320000,-2.077194,-2.087379,2.178575,4.758143,6.936717
4.330000,-2.097640,-2.002086,2.004175,4.932543,6.936717
4.340000,-2.117239,-1.917781,1.838942,5.097775,6.936717
4.350000,-2.135999,-1.834453,1.682609,5.254108,6.936717
4.360000,-2.153931,-1.752089,1.534908,5.401810,6.936717
4.370000,-2.171044,-1.670671,1.395570,5.541147,6.936717
4.380000,-2.187347,-1.590178,1.264333,5.672384,6.936717
4.390000,-2.202850,-1.510587,1.140937,5.795781,6.936717
4.400000,-2.217562,-1.431872,1.025128,5.911589,6.936717
4.410000,-2.231491,-1.354002,0.916661,6.020056,6.936717
