t,phi,omega,T,U,E
9.130000,-2.941212,0.563844,0.158960,9.613710,9.772670
9.140000,-2.935475,0.583644,0.170320,9.602350,9.772670
9.150000,-2.929537,0.604005,0.182411,9.590259,9.772670
9.160000,-2.923393,0.624945,0.195278,9.577392,9.772670
9.170000,-2.917036,0.646483,0.208970,9.563699,9.772670
9.180000,-2.910461,0.668640,0.223540,9.549130,9.772670
9.190000,-2.903661,0.691436,0.239042,9.533628,9.772670
9.200000,-2.896630,0.714890,0.255534,9.517136,9.772670
9.210000,-2.889361,0.739025,0.273079,9.499591,9.772670
9.220000,-2.881847,0.763862,0.291743,9.480927,9.772670
9.230000,-2.874081,0.789424,0.311595,9.461075,9.772670
9.240000,-2.866056,0.815732,0.332709,9.439961,9.772670
9.250000,-2.857764,0.842810,0.355165,9.417505,9.772670
9.260000,-2.849197,0.870682,0.379044,9.393626,9.772670
9.270000,-2.840348,0.899372,0.404435,9.368235,9.772670
9.280000,-2.831207,0.928905,0.431432,9.341238,9.772670
9.290000,-2.821767,0.959305,0.460133,9.312536,9.772670
9.300000,-2.812018,0.990599,0.490643,9.282026,9.772670
9.310000,-2.801952,1.022813,0.523073,9.249597,9.772670
9.320000,-2.791559,1.055972,0.557538,9.215132,9.772670
9.330000,-2.780829,1.090104,0.594164,9.178506,9.772670
9.340000,-2.769753,1.125238,0.633080,9.139590,9.772670
9.350000,-2.758321,1.161399,0.674424,9.098246,9.772670
9.360000,-2.746522,1.198617,0.718342,9.054328,9.772670
9.370000,-2.734345,1.236921,0.764987,9.007683,9.772670
9.380000,-2.721779,1.276339,0.814520,8.958150,9.772670
9.390000,-2.708814,1.316900,0.867113,8.905557,9.772670
9.400000,-2.695438,1.358634,0.922943,8.849727,9.772670
9.410000,-2.681638,1.401570,0.982199,8.790471,9.772670
9.420000,-2.667402,1.445738,1.045080,8.727590,9.772670
9.430000,-2.652719,1.491169,1.111792,8.660878,9.772670
9.440000,-2.637574,1.537890,1.182553,8.590117,9.772670
9.450000,-2.621956,1.585933,1.257591,8.515079,9.772670
9.460000,-2.605851,1.635326,1.337145,8.435525,9.772670
9.470000,-2.589245,1.686098,1.421464,8.351206,9.772670
9.480000,-2.572125,1.738279,1.510807,8.261863,9.772670
9.490000,-2.554475,1.791895,1.605445,8.167225,9.772670
9.500000,-2.536282,1.846976,1.705659,8.067011,9.772670
9.510000,-2.517530,1.903545,1.811743,7.960927,9.772670
9.520000,-2.498206,1.961631,1.923997,7.848673,9.772670
9.530000,-2.478293,2.021255,2.042737,7.729933,9.772670
9.540000,-2.457776,2.082442,2.168283,7.604387,9.772670
9.550000,-2.436639,2.145213,2.300969,7.471701,9.772670
9.560000,-2.414866,2.209586,2.441135,7.331535,9.772670
9.570000,-2.392441,2.275579,2.589129,7.183541,9.772670
9.580000,-2.369349,2.343206,2.745307,7.027363,9.772670
9.590000,-2.345572,2.412480,2.910029,6.862641,9.772670
9.600000,-2.321094,2.483408,3.083659,6.689011,9.772670
9.610000,-2.295898,2.555998,3.266564,6.506106,9.772670
9.620000,-2.269968,2.630251,3.459110,6.313560,9.772670
9.630000,-2.243288,2.706163,3.661660,6.111010,9.772670
9.640000,-2.215839,2.783729,3.874575,5.898095,9.772670
9.650000,-2.187608,2.862937,4.098204,5.674466,9.772670
9.660000,-2.158575,2.943768,4.332886,5.439784,9.772670
9.670000,-2.128727,3.026201,4.578945,5.193725,9.772670
9.680000,-2.098046,3.110204,4.836685,4.935985,9.772670
9.690000,-2.066518,3.195742,5.106384,4.666286,9.772670
9.700000,-2.034126,3.282771,5.388292,4.384378,9.772670
9.710000,-2.000857,3.371238,5.682623,4.090047,9.772670
9.720000,-1.966697,3.461083,5.989549,3.783121,9.772670
9.730000,-1.931631,3.552237,6.309194,3.463476,9.772670
9.740000,-1.895648,3.644620,6.641629,3.131041,9.772670
9.750000,-1.858735,3.738144,6.986860,2.785810,9.772670
9.760000,-1.820882,3.832708,7.344825,2.427845,9.772670
9.770000,-1.782078,3.928202,7.715384,2.057286,9.772670
9.780000,-1.742315,4.024502,8.098309,1.674360,9.772670
9.790000,-1.701586,4.121476,8.493282,1.279388,9.772670
9.800000,-1.659884,4.218976,8.899878,0.872792,9.772670
9.810000,-1.617205,4.316843,9.317565,0.455105,9.772670
9.820000,-1.573546,4.414905,9.745693,0.026977,9.772670
9.830000,-1.528907,4.512978,10.183486,-0.410817,9.772670
9.840000,-1.483287,4.610865,10.630038,-0.857368,9.772670
9.850000,-1.436691,4.708355,11.084306,-1.311636,9.772670
9.860000,-1.389122,4.805227,11.545105,-1.772435,9.772670
9.870000,-1.340589,4.901247,12.011109,-2.238439,9.772670
9.880000,-1.291101,4.996168,12.480847,-2.708177,9.772670
9.890000,-1.240670,5.089735,12.952702,-3.180033,9.772670
9.900000,-1.189312,5.181683,13.424921,-3.652251,9.772670
9.910000,-1.137043,5.271738,13.895613,-4.122943,9.772670
9.920000,-1.083884,5.359620,14.362761,-4.590091,9.772670
9.930000,-1.029859,5.445040,14.824231,-5.051561,9.772670
9.940000,-0.974992,5.527710,15.277789,-5.505120,9.772670
9.950000,-0.919315,5.607337,15.721114,-5.948444,9.772670
9.960000,-0.862857,5.683628,16.151816,-6.379146,9.772670
9.970000,-0.805654,5.756295,16.567464,-6.794794,9.772670
9.980000,-0.747744,5.825050,16.965605,-7.192935,9.772670
9.990000,-0.689167,5.889617,17.343792,-7.571122,9.772670
10.000000,-0.629967,5.949725,17.699613,-7.926943,9.772670
