t,phi,omega,T,U,E
1.400000,-1.342181,2.108666,2.223236,-2.223236,-0.000000
1.410000,-1.320617,2.203968,2.428738,-2.428738,-0.000000
1.420000,-1.298103,2.298735,2.642091,-2.642091,-0.000000
1.430000,-1.274644,2.392894,2.862970,-2.862970,-0.000000
1.440000,-1.250247,2.486367,3.091010,-3.091010,-0.000000
1.450000,-1.224919,2.579071,3.325803,-3.325803,-0.000000
1.460000,-1.198669,2.670917,3.566898,-3.566898,-0.000000
1.470000,-1.171504,2.761809,3.813796,-3.813796,-0.000000
1.480000,-1.143436,2.851648,4.065950,-4.065950,-0.000000
1.490000,-1.114475,2.940328,4.322763,-4.322763,-0.000000
1.500000,-1.084634,3.027735,4.583590,-4.583590,-0.000000
1.510000,-1.053925,3.113755,4.847734,-4.847734,-0.000000
1.520000,-1.022364,3.198264,5.114447,-5.114447,-0.000000
1.530000,-0.989965,3.281138,5.382932,-5.382932,-0.000000
1.540000,-0.956747,3.362245,5.652344,-5.652344,-0.000000
1.550000,-0.922727,3.441451,5.921792,-5.921792,-0.000000
1.560000,-0.887925,3.518619,6.190339,-6.190339,-0.000000
1.570000,-0.852362,3.593609,6.457011,-6.457011,-0.000000
1.580000,-0.816060,3.666278,6.720796,-6.720796,-0.000000
1.590000,-0.779044,3.736483,6.980652,-6.980652,-0.000000
1.600000,-0.741339,3.804080,7.235511,-7.235511,-0.000000
1.610000,-0.702972,3.868924,7.484287,-7.484287,-0.000000
1.620000,-0.663970,3.930873,7.725882,-7.725882,-0.000000
1.630000,-0.624365,3.989785,7.959194,-7.959194,-0.000000
1.640000,-0.584185,4.045523,8.183126,-8.183126,-0.000000
1.650000,-0.543465,4.097949,8.396595,-8.396595,-0.000000
1.660000,-0.502238,4.146936,8.598539,-8.598539,-0.000000
1.670000,-0.460538,4.192357,8.787929,-8.787929,-0.000000
1.680000,-0.418403,4.234095,8.963780,-8.963780,-0.000000
1.690000,-0.375869,4.272038,9.125154,-9.125154,-0.000000
1.700000,-0.332975,4.306083,9.271177,-9.271177,0.000000
1.710000,-0.289761,4.336137,9.401044,-9.401043,0.000000
1.720000,-0.246266,4.362116,9.514027,-9.514027,0.000000
1.730000,-0.202532,4.383945,9.609487,-9.609487,0.000000
1.740000,-0.158601,4.401563,9.686877,-9.686876,0.000000
1.750000,-0.114515,4.414917,9.745747,-9.745747,0.000000
1.760000,-0.070317,4.423970,9.785757,-9.785757,0.000000
1.770000,-0.026050,4.428695,9.806672,-9.806672,0.000000
1.780000,0.018242,4.429078,9.808368,-9.808368,0.000000
1.790000,0.062517,4.425118,9.790836,-9.790836,0.000000
1.800000,0.106730,4.416827,9.754178,-9.754178,0.000000
1.810000,0.150839,4.404228,9.698611,-9.698611,0.000000
1.820000,0.194801,4.387358,9.624457,-9.624457,0.000000
1.830000,0.238572,4.366267,9.532145,-9.532145,0.000000
1.840000,0.282112,4.341015,9.422207,-9.422207,0.000000
1.850000,0.325379,4.311674,9.295266,-9.295266,-0.000000
1.860000,0.368332,4.278326,9.152035,-9.152035,-0.000000
1.870000,0.410932,4.241063,8.993306,-8.993306,-0.000000
1.880000,0.453141,4.199986,8.819941,-8.819941,-0.000000
1.890000,0.494920,4.155206,8.632867,-8.632867,-0.000000
1.900000,0.536233,4.106839,8.433063,-8.433063,-0.000000
1.910000,0.577045,4.055009,8.221550,-8.221550,-0.000000
1.920000,0.617322,3.999846,7.999384,-7.999384,-0.000000
1.930000,0.657031,3.941484,7.767646,-7.767646,-0.000000
1.940000,0.696141,3.880060,7.527431,-7.527432,-0.000000
1.950000,0.734623,3.815715,7.279842,-7.279842,-0.000000
1.960000,0.772446,3.748593,7.025976,-7.025976,-0.000000
1.970000,0.809586,3.678837,6.766923,-6.766923,-0.000000
1.980000,0.846015,3.606592,6.503754,-6.503754,-0.000000
1.990000,0.881710,3.532001,6.237516,-6.237516,-0.000000
2.000000,0.916648,3.455207,5.969228,-5.969228,-0.000000
2.010000,0.950807,3.376350,5.699870,-5.699870,-0.000000
2.020000,0.984168,3.295568,5.430385,-5.430385,-0.000000
2.030000,1.016712,3.212997,5.161674,-5.161674,-0.000000
2.040000,1.048423,3.128766,4.894589,-4.894589,-0.000000
2.050000,1.079283,3.043004,4.629937,-4.629937,-0.000000
2.060000,1.109278,2.955833,4.368473,-4.368473,-0.000000
2.070000,1.138395,2.867369,4.110903,-4.110904,-0.000000
2.080000,1.166621,2.777727,3.857884,-3.857884,-0.000000
2.090000,1.193946,2.687013,3.610018,-3.610018,-0.000000
2.100000,1.220358,2.595328,3.367863,-3.367863,-0.000000
2.110000,1.245850,2.502768,3.131924,-3.131924,-0.000000
2.120000,1.270411,2.409424,2.902663,-2.902663,-0.000000
2.130000,1.294036,2.315381,2.680494,-2.680494,-0.000000
2.140000,1.316717,2.220716,2.465789,-2.465790,-0.000000
2.150000,1.338448,2.125503,2.258882,-2.258882,-0.000000
2.160000,1.359225,2.029810,2.060064,-2.060064,-0.000000
2.170000,1.379043,1.933698,1.869593,-1.869593,-0.000000
2.180000,1.397898,1.837224,1.687695,-1.687695,-0.000000
2.190000,1.415786,1.740439,1.514564,-1.514564,-0.000000
2.200000,1.432706,1.643391,1.350367,-1.350367,-0.000000
2.210000,1.448654,1.546120,1.195244,-1.195244,-0.000000
2.220000,1.463628,1.448664,1.049314,-1.049314,-0.000000
2.230000,1.477626,1.351056,0.912676,-0.912676,-0.000000
2.240000,1.490648,1.253324,0.785411,-0.785411,-0.000000
2.250000,1.502692,1.155493,0.667583,-0.667583,-0.000000
2.260000,1.513758,1.057585,0.559243,-0.559243,-0.000000
2.270000,1.523844,0.959618,0.460433,-0.460433,-0.000000
2.280000,1.532950,0.861606,0.371183,-0.371183,-0.000000
2.290000,1.541076,0.763562,0.291514,-0.291514,-0.000000
2.300000,1.548221,0.665496,0.221442,-0.221442,-0.000000
2.310000,1.554386,0.567414,0.160979,-0.160980,-0.000000
2.320000,1.559570,0.469324,0.110132,-0.110132,-0.000000
2.330000,1.563772,0.371228,0.068905,-0.068905,-0.000000
2.340000,1.566994,0.273129,0.037300,-0.037300,-0.000000
2.350000,1.569235,0.175030,0.015318,-0.015318,-0.000000
2.360000,1.570495,0.076930,0.002959,-0.002959,-0.000000
2.370000,1.570773,-0.021170,0.000224,-0.000224,-0.000000
2.380000,1.570071,-0.119270,0.007113,-0.007113,-0.000000
2.390000,1.568388,-0.217370,0.023625,-0.023625,-0.000000
2.400000,1.565724,-0.315470,0.049761,-0.049761,-0.000000
2.410000,1.562079,-0.413567,0.085519,-0.085519,-0.000000
2.420000,1.557453,-0.511661,0.130899,-0.130899,-0.000000
2.430000,1.551845,-0.609749,0.185897,-0.185897,-0.000000
2.440000,1.545258,-0.707824,0.250508,-0.250508,-0.000000
2.450000,1.537689,-0.805882,0.324723,-0.324723,-0.000000
2.460000,1.529140,-0.903914,0.408530,-0.408530,-0.000000
2.470000,1.519611,-1.001908,0.501910,-0.501910,-0.000000
2.480000,1.509102,-1.099852,0.604837,-0.604837,-0.000000
2.490000,1.497614,-1.197729,0.717277,-0.717277,-0.000000
2.500000,1.485148,-1.295519,0.839185,-0.839185,-0.000000
2.510000,1.471704,-1.393201,0.970505,-0.970505,-0.000000
2.520000,1.457284,-1.490748,1.111164,-1.111164,-0.000000
2.530000,1.441890,-1.588128,1.261075,-1.261075,-0.000000
2.540000,1.425522,-1.685307,1.420130,-1.420130,-0.000000
2.550000,1.408184,-1.782247,1.588203,-1.588203,-0.000000
2.560000,1.389878,-1.878904,1.765140,-1.765140,-0.000000
2.570000,1.370607,-1.975228,1.950763,-1.950763,-0.000000
2.580000,1.350375,-2.071167,2.144866,-2.144866,-0.000000
2.590000,1.329186,-2.166661,2.347209,-2.347209,-0.000000
2.600000,1.307044,-2.261645,2.557520,-2.557520,-0.000000
2.610000,1.283955,-2.356051,2.775489,-2.775489,-0.000000
2.620000,1.259925,-2.449803,3.000767,-3.000767,-0.000000
2.630000,1.234961,-2.542819,3.232964,-3.232964,-0.000000
2.640000,1.209071,-2.635012,3.471645,-3.471645,-0.000000
2.650000,1.182264,-2.726291,3.716330,-3.716330,-0.000000
2.660000,1.154549,-2.816555,3.966491,-3.966491,-0.000000
2.670000,1.125936,-2.905702,4.221552,-4.221552,-0.000000
2.680000,1.096439,-2.993622,4.480885,-4.480886,-0.000000
2.690000,1.066068,-3.080200,4.743815,-4.743815,-0.000000
2.700000,1.034840,-3.165316,5.009613,-5.009613,-0.000000
2.710000,1.002767,-3.248846,5.277501,-5.277501,-0.000000
2.720000,0.969868,-3.330662,5.546654,-5.546654,-0.000000
2.730000,0.936160,-3.410629,5.816197,-5.816197,-0.000000
2.740000,0.901662,-3.488613,6.085211,-6.085211,-0.000000
2.750000,0.866395,-3.564474,6.352737,-6.352737,-0.000000
2.760000,0.830380,-3.638070,6.617777,-6.617777,-0.000000
2.770000,0.793642,-3.709258,6.879299,-6.879299,-0.000000
2.780000,0.756204,-3.777895,7.136246,-7.136246,-0.000000
2.790000,0.718093,-3.843836,7.387538,-7.387538,-0.000000
2.800000,0.679337,-3.906937,7.632079,-7.632079,-0.000000
2.810000,0.639964,-3.967057,7.868770,-7.868770,-0.000000
2.820000,0.600006,-4.024055,8.096510,-8.096510,-0.000000
2.830000,0.559494,-4.077796,8.314210,-8.314210,-0.000000
2.840000,0.518461,-4.128147,8.520797,-8.520797,-0.000000
2.850000,0.476943,-4.174980,8.715230,-8.715230,-0.000000
2.860000,0.434974,-4.218176,8.896504,-8.896504,-0.000000
2.870000,0.392592,-4.257620,9.063662,-9.063662,-0.000000
2.880000,0.349834,-4.293205,9.215804,-9.215804,-0.000000
2.890000,0.306741,-4.324835,9.352097,-9.352097,-0.000000
2.900000,0.263351,-4.352420,9.471782,-9.471782,-0.000000
2.910000,0.219706,-4.375885,9.574183,-9.574183,-0.000000
2.920000,0.175847,-4.395160,9.658717,-9.658717,0.000000
2.930000,0.131817,-4.410192,9.724896,-9.724896,0.000000
2.940000,0.087658,-4.420935,9.772335,-9.772335,0.000000
2.950000,0.043413,-4.427360,9.800757,-9.800757,0.000000
2.960000,-0.000875,-4.429446,9.809996,-9.809996,0.000000
2.970000,-0.045162,-4.427188,9.799998,-9.799997,0.000000
2.980000,-0.089404,-4.420593,9.770820,-9.770820,0.000000
2.990000,-0.133559,-4.409679,9.722634,-9.722634,0.000000
3.000000,-0.177584,-4.394479,9.655722,-9.655722,-0.000000
3.010000,-0.221435,-4.375037,9.570473,-9.570473,-0.000000
3.020000,-0.265070,-4.351408,9.467376,-9.467376,-0.000000
3.030000,-0.308449,-4.323661,9.347022,-9.347022,-0.000000
3.040000,-0.351530,-4.291873,9.210088,-9.210088,-0.000000
3.050000,-0.394273,-4.256134,9.057337,-9.057337,-0.000000
3.060000,-0.436640,-4.216540,8.889603,-8.889603,-0.000000
3.070000,-0.478592,-4.173198,8.707791,-8.707791,-0.000000
3.080000,-0.520092,-4.126223,8.512858,-8.512858,-0.000000
3.090000,-0.561105,-4.075736,8.305812,-8.305812,-0.000000
3.100000,-0.601595,-4.021864,8.087696,-8.087696,-0.000000
3.110000,-0.641531,-3.964740,7.859581,-7.859581,-0.000000
3.120000,-0.680880,-3.904500,7.622559,-7.622559,-0.000000
3.130000,-0.719611,-3.841284,7.377730,-7.377730,-0.000000
3.140000,-0.757696,-3.775234,7.126194,-7.126194,-0.000000
3.150000,-0.795107,-3.706493,6.869046,-6.869046,-0.000000
3.160000,-0.831817,-3.635207,6.607365,-6.607365,-0.000000
3.170000,-0.867803,-3.561519,6.342207,-6.342207,-0.000000
3.180000,-0.903040,-3.485571,6.074604,-6.074604,-0.000000
3.190000,-0.937507,-3.407507,5.805551,-5.805551,-0.000000
3.200000,-0.971184,-3.327463,5.536006,-5.536006,-0.000000
3.210000,-1.004050,-3.245578,5.266887,-5.266887,-0.000000
3.220000,-1.036090,-3.161982,4.999066,-4.999066,-0.000000
3.230000,-1.067285,-3.076806,4.733367,-4.733367,-0.000000
3.240000,-1.097621,-2.990173,4.470566,-4.470566,-0.000000
3.250000,-1.127084,-2.902202,4.211389,-4.211389,-0.000000
3.260000,-1.155661,-2.813009,3.956510,-3.956510,-0.000000
3.270000,-1.183340,-2.722703,3.706555,-3.706555,-0.000000
3.280000,-1.210111,-2.631386,3.462097,-3.462097,-0.000000
3.290000,-1.235965,-2.539159,3.223664,-3.223664,-0.000000
3.300000,-1.260892,-2.446112,2.991732,-2.991732,-0.000000
3.310000,-1.284885,-2.352333,2.766736,-2.766736,-0.000000
3.320000,-1.307936,-2.257903,2.549063,-2.549063,-0.000000
3.330000,-1.330041,-2.162897,2.339061,-2.339061,-0.000000
3.340000,-1.351193,-2.067384,2.137038,-2.137038,-0.000000
3.350000,-1.371387,-1.971429,1.943266,-1.943266,-0.000000
3.360000,-1.390620,-1.875091,1.757982,-1.757983,-0.000000
3.370000,-1.408888,-1.778422,1.581393,-1.581393,-0.000000
3.380000,-1.426187,-1.681472,1.413674,-1.413674,-0.000000
3.390000,-1.442516,-1.584284,1.254977,-1.254978,-0.000000
3.400000,-1.457872,-1.486896,1.105430,-1.105430,-0.000000
3.410000,-1.472254,-1.389344,0.965139,-0.965139,-0.000000
3.420000,-1.485659,-1.291658,0.834190,-0.834190,-0.000000
3.430000,-1.498087,-1.193863,0.712654,-0.712654,-0.000000
3.440000,-1.509536,-1.095983,0.600589,-0.600589,-0.000000
3.450000,-1.520006,-0.998037,0.498039,-0.498039,-0.000000
3.460000,-1.529496,-0.900041,0.405037,-0.405037,-0.000000
3.470000,-1.538007,-0.802008,0.321609,-0.321609,-0.000000
3.480000,-1.545537,-0.703949,0.247772,-0.247772,-0.000000
3.490000,-1.552086,-0.605873,0.183541,-0.183541,-0.000000
3.500000,-1.557654,-0.507786,0.128923,-0.128923,-0.000000
3.510000,-1.562241,-0.409691,0.083924,-0.083924,-0.000000
3.520000,-1.565848,-0.311594,0.048545,-0.048545,-0.000000
3.530000,-1.568473,-0.213494,0.022790,-0.022790,-0.000000
3.540000,-1.570118,-0.115394,0.006658,-0.006658,-0.000000
3.550000,-1.570781,-0.017294,0.000150,-0.000150,-0.000000
3.560000,-1.570464,0.080806,0.003265,-0.003265,-0.000000
3.570000,-1.569165,0.178906,0.016004,-0.016004,-0.000000
3.580000,-1.566885,0.277005,0.038366,-0.038366,-0.000000
3.590000,-1.563625,0.375104,0.070351,-0.070351,-0.000000
3.600000,-1.559383,0.473199,0.111959,-0.111959,-0.000000
3.610000,-1.554161,0.571290,0.163186,-0.163186,-0.000000
3.620000,-1.547958,0.669371,0.224029,-0.224029,-0.000000
3.630000,-1.540774,0.767436,0.294479,-0.294479,-0.000000
3.640000,-1.532609,0.865479,0.374527,-0.374527,-0.000000
3.650000,-1.523464,0.963490,0.464156,-0.464156,-0.000000
3.660000,-1.513339,1.061455,0.563343,-0.563343,-0.000000
3.670000,-1.502235,1.159360,0.672058,-0.672058,-0.000000
3.680000,-1.490152,1.257188,0.790260,-0.790260,-0.000000
3.690000,-1.477092,1.354915,0.917897,-0.917897,-0.000000
3.700000,-1.463054,1.452518,1.054904,-1.054904,-0.000000
3.710000,-1.448042,1.549967,1.201199,-1.201199,-0.000000
3.720000,-1.432056,1.647230,1.356683,-1.356683,-0.000000
3.730000,-1.415098,1.744269,1.521236,-1.521237,-0.000000
3.740000,-1.397171,1.841042,1.694717,-1.694717,-0.000000
3.750000,-1.378278,1.937502,1.876958,-1.876958,-0.000000
3.760000,-1.358422,2.033599,2.067762,-2.067762,-0.000000
3.770000,-1.337608,2.129275,2.266905,-2.266905,-0.000000
3.780000,-1.315839,2.224467,2.474127,-2.474127,-0.000000
3.790000,-1.293120,2.319109,2.689133,-2.689133,-0.000000
3.800000,-1.269458,2.413126,2.911589,-2.911589,-0.000000
3.810000,-1.244860,2.506441,3.141122,-3.141123,-0.000000
3.820000,-1.219332,2.598967,3.377316,-3.377316,-0.000000
3.830000,-1.192884,2.690616,3.619707,-3.619707,-0.000000
3.840000,-1.165523,2.781290,3.867787,-3.867787,-0.000000
3.850000,-1.137261,2.870888,4.120998,-4.120998,-0.000000
3.860000,-1.108109,2.959302,4.378734,-4.378734,-0.000000
3.870000,-1.078080,3.046420,4.640338,-4.640338,-0.000000
3.880000,-1.047186,3.132124,4.905101,-4.905101,-0.000000
3.890000,-1.015442,3.216291,5.172265,-5.172265,-0.000000
3.900000,-0.982865,3.298795,5.441024,-5.441024,-0.000000
3.910000,-0.949472,3.379503,5.710521,-5.710521,-0.000000
3.920000,-0.915282,3.458281,5.979855,-5.979855,-0.000000
3.930000,-0.880314,3.534991,6.248081,-6.248081,-0.000000
3.940000,-0.844589,3.609492,6.514217,-6.514217,-0.000000
3.950000,-0.808132,3.681642,6.777243,-6.777243,-0.000000
3.960000,-0.770965,3.751296,7.036112,-7.036112,-0.000000
3.970000,-0.733114,3.818311,7.289750,-7.289750,-0.000000
3.980000,-0.694608,3.882543,7.537070,-7.537070,-0.000000
3.990000,-0.655473,3.943848,7.776970,-7.776970,-0.000000
4.000000,-0.615741,4.002087,8.008351,-8.008351,-0.000000
4.010000,-0.575442,4.057121,8.230116,-8.230116,-0.000000
4.020000,-0.534610,4.108816,8.441186,-8.441186,-0.000000
4.030000,-0.493278,4.157044,8.640507,-8.640507,-0.000000
4.040000,-0.451481,4.201680,8.827057,-8.827057,-0.000000
4.050000,-0.409256,4.242608,8.999861,-8.999861,-0.000000
4.060000,-0.366641,4.279718,9.157994,-9.157994,-0.000000
4.070000,-0.323675,4.312910,9.300596,-9.300596,-0.000000
4.080000,-0.280397,4.342091,9.426878,-9.426878,-0.000000
4.090000,-0.236847,4.367180,9.536131,-9.536131,-0.000000
4.100000,-0.193067,4.388105,9.627734,-9.627734,-0.000000
4.110000,-0.149099,4.404807,9.701161,-9.701161,-0.000000
4.120000,-0.104985,4.417236,9.755987,-9.755987,-0.000000
4.130000,-0.060768,4.425357,9.791892,-9.791892,-0.000000
4.140000,-0.016492,4.429146,9.808666,-9.808666,-0.000000
4.150000,0.027800,4.428591,9.806209,-9.806209,-0.000000
4.160000,0.072065,4.423695,9.784538,-9.784538,-0.000000
4.170000,0.116259,4.414471,9.743777,-9.743777,-0.000000
4.180000,0.160340,4.400947,9.684168,-9.684168,-0.000000
4.190000,0.204264,4.383162,9.606055,-9.606055,-0.000000
4.200000,0.247989,4.361168,9.509892,-9.509892,-0.000000
4.210000,0.291474,4.335027,9.396228,-9.396228,-0.000000
4.220000,0.334676,4.304813,9.265709,-9.265709,-0.000000
