t,phi,omega,T,U,E
4.230000,0.377557,4.270612,9.119063,-9.119063,-0.000000
4.240000,0.420076,4.232517,8.957100,-8.957100,-0.000000
4.250000,0.462194,4.190632,8.780697,-8.780697,-0.000000
4.260000,0.503876,4.145067,8.590791,-8.590791,-0.000000
4.270000,0.545084,4.095942,8.388372,-8.388372,-0.000000
4.280000,0.585783,4.043382,8.174470,-8.174470,-0.000000
4.290000,0.625940,3.987517,7.950146,-7.950146,-0.000000
4.300000,0.665523,3.928482,7.716486,-7.716486,-0.000000
4.310000,0.704500,3.866416,7.474587,-7.474587,-0.000000
4.320000,0.742842,3.801460,7.225550,-7.225550,-0.000000
4.330000,0.780520,3.733758,6.970473,-6.970473,-0.000000
4.340000,0.817508,3.663452,6.710441,-6.710442,-0.000000
4.350000,0.853781,3.590689,6.446523,-6.446523,-0.000000
4.360000,0.889314,3.515610,6.179758,-6.179758,-0.000000
4.370000,0.924086,3.438359,5.911156,-5.911156,-0.000000
4.380000,0.958075,3.359075,5.641693,-5.641693,-0.000000
4.390000,0.991261,3.277896,5.372301,-5.372301,-0.000000
4.400000,1.023627,3.194955,5.103870,-5.103870,-0.000000
4.410000,1.055155,3.110384,4.837243,-4.837243,-0.000000
4.420000,1.085829,3.024307,4.573217,-4.573217,-0.000000
4.430000,1.115636,2.936847,4.312536,-4.312536,-0.000000
4.440000,1.144562,2.848120,4.055894,-4.055894,-0.000000
4.450000,1.172595,2.758238,3.803937,-3.803937,-0.000000
4.460000,1.199723,2.667305,3.557259,-3.557259,-0.000000
4.470000,1.225938,2.575424,3.316404,-3.316404,-0.000000
4.480000,1.251229,2.482687,3.081869,-3.081869,-0.000000
4.490000,1.275589,2.389186,2.854104,-2.854104,-0.000000
4.500000,1.299010,2.295002,2.633516,-2.633516,-0.000000
4.510000,1.321487,2.200212,2.420468,-2.420468,-0.000000
4.520000,1.343013,2.104890,2.215282,-2.215282,-0.000000
4.530000,1.363583,2.009102,2.018245,-2.018245,-0.000000
4.540000,1.383194,1.912907,1.829606,-1.829606,-0.000000
4.550000,1.401840,1.816362,1.649585,-1.649585,-0.000000
4.560000,1.419520,1.719517,1.478369,-1.478369,-0.000000
4.570000,1.436230,1.622417,1.316118,-1.316118,-0.000000
4.580000,1.451967,1.525103,1.162970,-1.162970,-0.000000
4.590000,1.466731,1.427612,1.019038,-1.019038,-0.000000
4.600000,1.480519,1.329974,0.884416,-0.884416,-0.000000
4.610000,1.493330,1.232219,0.759182,-0.759182,-0.000000
4.620000,1.505163,1.134370,0.643398,-0.643398,-0.000000
4.630000,1.516017,1.036448,0.537112,-0.537112,-0.000000
4.640000,1.525892,0.938470,0.440363,-0.440363,-0.000000
4.650000,1.534787,0.840450,0.353178,-0.353178,-0.000000
4.660000,1.542701,0.742401,0.275579,-0.275579,-0.000000
4.670000,1.549635,0.644330,0.207581,-0.207581,-0.000000
4.680000,1.555588,0.546247,0.149193,-0.149193,-0.000000
4.690000,1.560560,0.448154,0.100421,-0.100421,-0.000000
4.700000,1.564551,0.350058,0.061270,-0.061270,-0.000000
4.710000,1.567561,0.251959,0.031742,-0.031742,-0.000000
4.720000,1.569590,0.153859,0.011836,-0.011836,-0.000000
4.730000,1.570638,0.055759,0.001555,-0.001555,-0.000000
4.740000,1.570705,-0.042341,0.000896,-0.000896,-0.000000
4.750000,1.569791,-0.140441,0.009862,-0.009862,-0.000000
4.760000,1.567896,-0.238541,0.028451,-0.028451,-0.000000
4.770000,1.565020,-0.336640,0.056663,-0.056663,-0.000000
4.780000,1.561163,-0.434737,0.094498,-0.094498,-0.000000
4.790000,1.556326,-0.532830,0.141954,-0.141954,-0.000000
4.800000,1.550507,-0.630915,0.199027,-0.199027,-0.000000
4.810000,1.543707,-0.728987,0.265711,-0.265711,-0.000000
4.820000,1.535927,-0.827040,0.341998,-0.341998,-0.000000
4.830000,1.527167,-0.925065,0.427872,-0.427872,-0.000000
4.840000,1.517426,-1.023049,0.523315,-0.523315,-0.000000
4.850000,1.506706,-1.120980,0.628298,-0.628298,-0.000000
4.860000,1.495007,-1.218840,0.742786,-0.742786,-0.000000
4.870000,1.482329,-1.316610,0.866731,-0.866731,-0.000000
4.880000,1.468675,-1.414265,1.000072,-1.000072,-0.000000
4.890000,1.454044,-1.511778,1.142736,-1.142736,-0.000000
4.900000,1.438440,-1.609118,1.294630,-1.294630,-0.000000
4.910000,1.421863,-1.706249,1.455643,-1.455643,-0.000000
4.920000,1.404316,-1.803132,1.625642,-1.625642,-0.000000
4.930000,1.385801,-1.899721,1.804469,-1.804470,-0.000000
4.940000,1.366322,-1.995967,1.991941,-1.991941,-0.000000
4.950000,1.345883,-2.091814,2.187844,-2.187844,-0.000000
4.960000,1.324488,-2.187204,2.391931,-2.391931,-0.000000
4.970000,1.302141,-2.282070,2.603922,-2.603922,-0.000000
4.980000,1.278848,-2.376341,2.823499,-2.823499,-0.000000
4.990000,1.254616,-2.469941,3.050305,-3.050305,-0.000000
5.000000,1.229452,-2.562787,3.283940,-3.283940,-0.000000
5.010000,1.203363,-2.654791,3.523959,-3.523959,-0.000000
5.020000,1.176359,-2.745859,3.769872,-3.769872,-0.000000
5.030000,1.148449,-2.835892,4.021141,-4.021141,-0.000000
5.040000,1.119645,-2.924783,4.277178,-4.277178,-0.000000
5.050000,1.089958,-3.012423,4.537347,-4.537347,-0.000000
5.060000,1.059401,-3.098696,4.800959,-4.800959,-0.000000
5.070000,1.027989,-3.183481,5.067275,-5.067275,-0.000000
5.080000,0.995737,-3.266652,5.335508,-5.335508,-0.000000
5.090000,0.962662,-3.348080,5.604820,-5.604820,-0.000000
5.100000,0.928782,-3.427631,5.874328,-5.874328,-0.000000
5.110000,0.894116,-3.505169,6.143104,-6.143104,-0.000000
5.120000,0.858685,-3.580553,6.410179,-6.410179,-0.000000
5.130000,0.822512,-3.653641,6.674548,-6.674548,-0.000000
5.140000,0.785621,-3.724291,6.935173,-6.935174,-0.000000
5.150000,0.748035,-3.792359,7.190992,-7.190992,-0.000000
5.160000,0.709783,-3.857699,7.440920,-7.440920,-0.000000
5.170000,0.670891,-3.920168,7.683860,-7.683861,-0.000000
5.180000,0.631389,-3.979626,7.918713,-7.918713,-0.000000
5.190000,0.591309,-4.035933,8.144378,-8.144378,-0.000000
5.200000,0.550682,-4.088953,8.359769,-8.359769,-0.000000
5.210000,0.509541,-4.138555,8.563820,-8.563820,-0.000000
5.220000,0.467922,-4.184614,8.755497,-8.755497,-0.000000
5.230000,0.425861,-4.227009,8.933804,-8.933804,-0.000000
5.240000,0.383395,-4.265629,9.097795,-9.097795,-0.000000
5.250000,0.340561,-4.300369,9.246585,-9.246585,-0.000000
5.260000,0.297401,-4.331133,9.379355,-9.379355,-0.000000
5.270000,0.253952,-4.357835,9.495364,-9.495364,-0.000000
5.280000,0.210258,-4.380401,9.593956,-9.593956,-0.000000
5.290000,0.166358,-4.398765,9.674566,-9.674566,-0.000000
5.300000,0.122297,-4.412874,9.736730,-9.736730,-0.000000
5.310000,0.078115,-4.422688,9.780085,-9.780085,-0.000000
5.320000,0.033857,-4.428177,9.804378,-9.804378,-0.000000
5.330000,-0.010434,-4.429326,9.809466,-9.809466,-0.000000
5.340000,-0.054715,-4.426131,9.795319,-9.795320,-0.000000
5.350000,-0.098942,-4.418602,9.762021,-9.762021,-0.000000
5.360000,-0.143072,-4.406760,9.709767,-9.709767,-0.000000
5.370000,-0.187063,-4.390640,9.638861,-9.638861,-0.000000
5.380000,-0.230871,-4.370290,9.549715,-9.549715,-0.000000
5.390000,-0.274455,-4.345766,9.442842,-9.442842,-0.000000
5.400000,-0.317773,-4.317140,9.318849,-9.318849,-0.000000
5.410000,-0.360784,-4.284492,9.178435,-9.178435,-0.000000
5.420000,-0.403450,-4.247912,9.022377,-9.022377,-0.000000
5.430000,-0.445730,-4.207500,8.851527,-8.851527,-0.000000
5.440000,-0.487587,-4.163364,8.666800,-8.666800,-0.000000
5.450000,-0.528985,-4.115621,8.469167,-8.469167,-0.000000
5.460000,-0.569888,-4.064392,8.259642,-8.259642,-0.000000
5.470000,-0.610262,-4.009807,8.039276,-8.039276,-0.000000
5.480000,-0.650073,-3.951999,7.809147,-7.809147,-0.000000
5.490000,-0.689291,-3.891104,7.570347,-7.570347,-0.000000
5.500000,-0.727886,-3.827265,7.323977,-7.323977,-0.000000
5.510000,-0.765827,-3.760622,7.071138,-7.071138,-0.000000
5.520000,-0.803089,-3.691320,6.812921,-6.812921,-0.000000
5.530000,-0.839645,-3.619503,6.550401,-6.550401,-0.000000
5.540000,-0.875471,-3.545315,6.284630,-6.284630,-0.000000
5.550000,-0.910544,-3.468899,6.016630,-6.016630,-0.000000
5.560000,-0.944842,-3.390396,5.747391,-5.747391,-0.000000
5.570000,-0.978346,-3.309943,5.477862,-5.477862,-0.000000
5.580000,-1.011035,-3.227678,5.208951,-5.208951,-0.000000
5.590000,-1.042894,-3.143730,4.941520,-4.941520,-0.000000
5.600000,-1.073905,-3.058229,4.676383,-4.676383,-0.000000
5.610000,-1.104053,-2.971297,4.414304,-4.414304,-0.000000
5.620000,-1.133326,-2.883054,4.155999,-4.155999,-0.000000
5.630000,-1.161710,-2.793611,3.902132,-3.902132,-0.000000
5.640000,-1.189195,-2.703078,3.653316,-3.653316,-0.000000
5.650000,-1.215769,-2.611557,3.410115,-3.410116,-0.000000
5.660000,-1.241423,-2.519145,3.173046,-3.173046,-0.000000
5.670000,-1.266149,-2.425933,2.942576,-2.942576,-0.000000
5.680000,-1.289939,-2.332007,2.719129,-2.719129,-0.000000
5.690000,-1.312787,-2.237446,2.503083,-2.503083,-0.000000
5.700000,-1.334686,-2.142325,2.294779,-2.294779,-0.000000
5.710000,-1.355632,-2.046712,2.094515,-2.094515,-0.000000
5.720000,-1.375619,-1.950669,1.902555,-1.902556,-0.000000
5.730000,-1.394644,-1.854255,1.719131,-1.719131,-0.000000
5.740000,-1.412703,-1.757522,1.544442,-1.544442,-0.000000
5.750000,-1.429794,-1.660517,1.378658,-1.378659,-0.000000
5.760000,-1.445913,-1.563283,1.221926,-1.221926,-0.000000
5.770000,-1.461059,-1.465857,1.074368,-1.074368,-0.000000
5.780000,-1.475229,-1.368273,0.936086,-0.936086,-0.000000
5.790000,-1.488424,-1.270561,0.807163,-0.807163,-0.000000
5.800000,-1.500640,-1.172746,0.687667,-0.687667,-0.000000
5.810000,-1.511878,-1.074851,0.577652,-0.577652,-0.000000
5.820000,-1.522137,-0.976893,0.477160,-0.477160,-0.000000
5.830000,-1.531416,-0.878888,0.386222,-0.386222,-0.000000
5.840000,-1.539715,-0.780849,0.304862,-0.304862,-0.000000
5.850000,-1.547033,-0.682785,0.233098,-0.233098,-0.000000
5.860000,-1.553370,-0.584706,0.170941,-0.170941,-0.000000
5.870000,-1.558727,-0.486617,0.118398,-0.118398,-0.000000
5.880000,-1.563103,-0.388522,0.075475,-0.075475,-0.000000
5.890000,-1.566497,-0.290423,0.042173,-0.042173,-0.000000
5.900000,-1.568911,-0.192324,0.018494,-0.018494,-0.000000
5.910000,-1.570344,-0.094224,0.004439,-0.004439,-0.000000
5.920000,-1.570796,0.003876,0.000008,-0.000008,-0.000000
5.930000,-1.570266,0.101976,0.005200,-0.005200,-0.000000
5.940000,-1.568756,0.200076,0.020015,-0.020015,-0.000000
5.950000,-1.566265,0.298175,0.044454,-0.044454,-0.000000
5.960000,-1.562793,0.396274,0.078516,-0.078516,-0.000000
5.970000,-1.558339,0.494368,0.122200,-0.122200,-0.000000
5.980000,-1.552905,0.592457,0.175503,-0.175503,-0.000000
5.990000,-1.546490,0.690535,0.238419,-0.238420,-0.000000
6.000000,-1.539095,0.788597,0.310942,-0.310942,-0.000000
6.010000,-1.530718,0.886634,0.393060,-0.393060,-0.000000
6.020000,-1.521362,0.984635,0.484753,-0.484753,-0.000000
6.030000,-1.511026,1.082589,0.586000,-0.586000,-0.000000
6.040000,-1.499710,1.180479,0.696766,-0.696766,-0.000000
6.050000,-1.487417,1.278287,0.817009,-0.817009,-0.000000
6.060000,-1.474145,1.375990,0.946674,-0.946674,-0.000000
6.070000,-1.459897,1.473562,1.085692,-1.085692,-0.000000
6.080000,-1.444674,1.570974,1.233979,-1.233979,-0.000000
6.090000,-1.428478,1.668191,1.391431,-1.391431,-0.000000
6.100000,-1.411311,1.765177,1.557924,-1.557924,-0.000000
6.110000,-1.393176,1.861886,1.733311,-1.733311,-0.000000
6.120000,-1.374075,1.958273,1.917417,-1.917417,-0.000000
6.130000,-1.354011,2.054284,2.110041,-2.110041,-0.000000
6.140000,-1.332990,2.149861,2.310950,-2.310950,-0.000000
6.150000,-1.311016,2.244940,2.519878,-2.519878,-0.000000
6.160000,-1.288093,2.339454,2.736521,-2.736521,-0.000000
6.170000,-1.264229,2.433326,2.960538,-2.960538,-0.000000
6.180000,-1.239429,2.526478,3.191546,-3.191546,-0.000000
6.190000,-1.213702,2.618823,3.429117,-3.429117,-0.000000
6.200000,-1.187056,2.710270,3.672781,-3.672781,-0.000000
6.210000,-1.159500,2.800720,3.922017,-3.922017,-0.000000
6.220000,-1.131045,2.890072,4.176258,-4.176258,-0.000000
6.230000,-1.101703,2.978216,4.434886,-4.434886,-0.000000
6.240000,-1.071485,3.065039,4.697233,-4.697233,-0.000000
6.250000,-1.040407,3.150422,4.962580,-4.962580,-0.000000
6.260000,-1.008482,3.234241,5.230158,-5.230158,-0.000000
6.270000,-0.975727,3.316369,5.499150,-5.499150,-0.000000
6.280000,-0.942161,3.396672,5.768690,-5.768690,-0.000000
6.290000,-0.907801,3.475015,6.037866,-6.037866,-0.000000
6.300000,-0.872667,3.551261,6.305726,-6.305726,-0.000000
6.310000,-0.836783,3.625266,6.571278,-6.571278,-0.000000
6.320000,-0.800170,3.696890,6.833496,-6.833496,-0.000000
6.330000,-0.762853,3.765987,7.091328,-7.091328,-0.000000
6.340000,-0.724859,3.832413,7.343695,-7.343695,-0.000000
6.350000,-0.686215,3.896025,7.589507,-7.589507,-0.000000
6.360000,-0.646949,3.956681,7.827662,-7.827662,-0.000000
6.370000,-0.607091,4.014240,8.057060,-8.057060,-0.000000
6.380000,-0.566674,4.068564,8.276607,-8.276607,-0.000000
6.390000,-0.525731,4.119522,8.485230,-8.485230,-0.000000
6.400000,-0.484296,4.166985,8.681880,-8.681880,-0.000000
6.410000,-0.442404,4.210830,8.865545,-8.865545,-0.000000
6.420000,-0.400092,4.250943,9.035259,-9.035259,-0.000000
6.430000,-0.357398,4.287216,9.190110,-9.190110,-0.000000
6.440000,-0.314360,4.319550,9.329255,-9.329255,-0.000000
6.450000,-0.271020,4.347854,9.451919,-9.451919,-0.000000
6.460000,-0.227417,4.372050,9.557412,-9.557412,-0.000000
6.470000,-0.183593,4.392069,9.645134,-9.645134,-0.000000
6.480000,-0.139590,4.407852,9.714580,-9.714580,-0.000000
6.490000,-0.095450,4.419354,9.765346,-9.765346,-0.000000
6.500000,-0.051217,4.426542,9.797136,-9.797136,-0.000000
6.510000,-0.006934,4.429394,9.809764,-9.809764,-0.000000
6.520000,0.037356,4.427902,9.803156,-9.803156,-0.000000
6.530000,0.081610,4.422070,9.777350,-9.777350,-0.000000
6.540000,0.125783,4.411915,9.732498,-9.732498,-0.000000
6.550000,0.169834,4.397468,9.668862,-9.668862,-0.000000
6.560000,0.213719,4.378770,9.586813,-9.586813,-0.000000
6.570000,0.257395,4.355875,9.486823,-9.486823,-0.000000
6.580000,0.300822,4.328848,9.369464,-9.369464,-0.000000
6.590000,0.343959,4.297767,9.235400,-9.235400,-0.000000
6.600000,0.386764,4.262717,9.085378,-9.085378,-0.000000
6.610000,0.429200,4.223795,8.920222,-8.920222,-0.000000
6.620000,0.471228,4.181106,8.740824,-8.740824,-0.000000
6.630000,0.512810,4.134763,8.548132,-8.548132,-0.000000
6.640000,0.553911,4.084886,8.343147,-8.343147,-0.000000
6.650000,0.594496,4.031601,8.126905,-8.126905,-0.000000
6.660000,0.634532,3.975041,7.900474,-7.900474,-0.000000
6.670000,0.673987,3.915340,7.664943,-7.664943,-0.000000
6.680000,0.712829,3.852638,7.421410,-7.421410,-0.000000
6.690000,0.751030,3.787077,7.170977,-7.170977,-0.000000
6.700000,0.788562,3.718801,6.914739,-6.914739,-0.000000
6.710000,0.825397,3.647953,6.653779,-6.653779,-0.000000
6.720000,0.861513,3.574677,6.389159,-6.389159,-0.000000
6.730000,0.896883,3.499118,6.121914,-6.121914,-0.000000
6.740000,0.931488,3.421416,5.853045,-5.853045,-0.000000
6.750000,0.965305,3.341712,5.583519,-5.583520,-0.000000
6.760000,0.998316,3.260141,5.314261,-5.314261,-0.000000
6.770000,1.030502,3.176838,5.046150,-5.046150,-0.000000
6.780000,1.061847,3.091931,4.780019,-4.780019,-0.000000
6.790000,1.092336,3.005546,4.516653,-4.516653,-0.000000
6.800000,1.121954,2.917803,4.256786,-4.256787,-0.000000
6.810000,1.150688,2.828817,4.001103,-4.001103,-0.000000
6.820000,1.178526,2.738699,3.750237,-3.750237,-0.000000
6.830000,1.205458,2.647554,3.504770,-3.504771,-0.000000
6.840000,1.231474,2.555480,3.265239,-3.265239,-0.000000
6.850000,1.256565,2.462571,3.032128,-3.032129,-0.000000
6.860000,1.280723,2.368915,2.805880,-2.805880,-0.000000
6.870000,1.303941,2.274594,2.586890,-2.586890,-0.000000
6.880000,1.326213,2.179684,2.375512,-2.375512,-0.000000
6.890000,1.347533,2.084256,2.172062,-2.172062,-0.000000
6.900000,1.367897,1.988375,1.976817,-1.976817,-0.000000
6.910000,1.387299,1.892100,1.790021,-1.790021,-0.000000
6.920000,1.405737,1.795486,1.611885,-1.611885,-0.000000
6.930000,1.423208,1.698582,1.442591,-1.442591,-0.000000
6.940000,1.439708,1.601433,1.282294,-1.282294,-0.000000
6.950000,1.455236,1.504078,1.131125,-1.131125,-0.000000
6.960000,1.469789,1.406552,0.989195,-0.989195,-0.000000
6.970000,1.483367,1.308888,0.856593,-0.856593,-0.000000
6.980000,1.495967,1.211110,0.733394,-0.733394,-0.000000
6.990000,1.507589,1.113244,0.619656,-0.619656,-0.000000
7.000000,1.518231,1.015308,0.515425,-0.515425,-0.000000
7.010000,1.527894,0.917320,0.420738,-0.420738,-0.000000
7.020000,1.536578,0.819293,0.335620,-0.335620,-0.000000
7.030000,1.544280,0.721238,0.260092,-0.260092,-0.000000
7.040000,1.551002,0.623164,0.194167,-0.194167,-0.000000
7.050000,1.556743,0.525078,0.137854,-0.137854,-0.000000
7.060000,1.561504,0.426985,0.091158,-0.091158,-0.000000
7.070000,1.565283,0.328888,0.054084,-0.054084,-0.000000
7.080000,1.568082,0.230789,0.026632,-0.026632,-0.000000
7.090000,1.569899,0.132689,0.008803,-0.008803,-0.000000
7.100000,1.570735,0.034589,0.000598,-0.000598,-0.000000
7.110000,1.570591,-0.063511,0.002017,-0.002017,-0.000000
7.120000,1.569465,-0.161611,0.013059,-0.013059,-0.000000
7.130000,1.567359,-0.259711,0.033725,-0.033725,-0.000000
7.140000,1.564271,-0.357810,0.064014,-0.064014,-0.000000
7.150000,1.560202,-0.455906,0.103925,-0.103925,-0.000000
7.160000,1.555153,-0.553998,0.153457,-0.153457,-0.000000
7.170000,1.549122,-0.652081,0.212605,-0.212605,-0.000000
7.180000,1.542111,-0.750150,0.281362,-0.281362,-0.000000
7.190000,1.534119,-0.848197,0.359719,-0.359719,-0.000000
7.200000,1.525147,-0.946214,0.447661,-0.447661,-0.000000
7.210000,1.515195,-1.044188,0.545165,-0.545165,-0.000000
7.220000,1.504264,-1.142106,0.652202,-0.652203,-0.000000
7.230000,1.492353,-1.239948,0.768735,-0.768735,-0.000000
7.240000,1.479465,-1.337695,0.894713,-0.894714,-0.000000
7.250000,1.465600,-1.435321,1.030074,-1.030074,-0.000000
7.260000,1.450759,-1.532800,1.174738,-1.174738,-0.000000
7.270000,1.434945,-1.630098,1.328610,-1.328610,-0.000000
7.280000,1.418158,-1.727179,1.491574,-1.491574,-0.000000
7.290000,1.400402,-1.824003,1.663493,-1.663493,-0.000000
7.300000,1.381679,-1.920522,1.844202,-1.844202,-0.000000
7.310000,1.361993,-2.016687,2.033512,-2.033513,-0.000000
7.320000,1.341347,-2.112441,2.231203,-2.231203,-0.000000
7.330000,1.319745,-2.207723,2.437021,-2.437021,-0.000000
7.340000,1.297194,-2.302467,2.650678,-2.650678,-0.000000
7.350000,1.273698,-2.396600,2.871847,-2.871847,-0.000000
7.360000,1.249264,-2.490045,3.100161,-3.100161,-0.000000
7.370000,1.223900,-2.582717,3.335213,-3.335213,-0.000000
7.380000,1.197613,-2.674527,3.576547,-3.576547,-0.000000
7.390000,1.170412,-2.765380,3.823663,-3.823663,-0.000000
7.400000,1.142309,-2.855175,4.076012,-4.076012,-0.000000
7.410000,1.113313,-2.943806,4.332997,-4.332997,-0.000000
7.420000,1.083437,-3.031161,4.593969,-4.593969,-0.000000
7.430000,1.052694,-3.117123,4.858228,-4.858228,-0.000000
7.440000,1.021099,-3.201570,5.125027,-5.125027,-0.000000
7.450000,0.988668,-3.284377,5.393565,-5.393565,-0.000000
7.460000,0.955418,-3.365411,5.662996,-5.662996,-0.000000
7.470000,0.921366,-3.444539,5.932426,-5.932426,-0.000000
7.480000,0.886534,-3.521624,6.200918,-6.200918,-0.000000
7.490000,0.850941,-3.596525,6.467495,-6.467495,-0.000000
7.500000,0.814611,-3.669099,6.731145,-6.731145,-0.000000
7.510000,0.777567,-3.739204,6.990824,-6.990824,-0.000000
7.520000,0.739836,-3.806695,7.245463,-7.245463,-0.000000
7.530000,0.701443,-3.871428,7.493976,-7.493976,-0.000000
7.540000,0.662417,-3.933259,7.735265,-7.735265,-0.000000
7.550000,0.622788,-3.992049,7.968227,-7.968227,-0.000000
7.560000,0.582586,-4.047658,8.191766,-8.191766,-0.000000
7.570000,0.541846,-4.099951,8.404799,-8.404799,-0.000000
7.580000,0.500599,-4.148799,8.606267,-8.606267,-0.000000
7.590000,0.458881,-4.194077,8.795141,-8.795141,-0.000000
7.600000,0.416730,-4.235667,8.970436,-8.970436,-0.000000
7.610000,0.374181,-4.273458,9.131220,-9.131220,-0.000000
7.620000,0.331273,-4.307347,9.276620,-9.276620,-0.000000
7.630000,0.288047,-4.337242,9.405832,-9.405832,-0.000000
7.640000,0.244542,-4.363057,9.518135,-9.518135,-0.000000
7.650000,0.200800,-4.384721,9.612891,-9.612891,-0.000000
7.660000,0.156862,-4.402171,9.689557,-9.689557,-0.000000
7.670000,0.112771,-4.415357,9.747688,-9.747688,-0.000000
7.680000,0.068569,-4.424239,9.786947,-9.786947,-0.000000
7.690000,0.024300,-4.428793,9.807104,-9.807104,-0.000000
7.700000,-0.019992,-4.429004,9.808040,-9.808040,-0.000000
7.710000,-0.064265,-4.424873,9.789749,-9.789749,-0.000000
7.720000,-0.108475,-4.416410,9.752340,-9.752340,-0.000000
7.730000,-0.152579,-4.403642,9.696031,-9.696031,-0.000000
7.740000,-0.196534,-4.386605,9.621151,-9.621151,-0.000000
7.750000,-0.240297,-4.365348,9.528132,-9.528132,-0.000000
7.760000,-0.283827,-4.339933,9.417510,-9.417510,-0.000000
7.770000,-0.327082,-4.310432,9.289911,-9.289911,-0.000000
7.780000,-0.370022,-4.276927,9.146052,-9.146052,-0.000000
7.790000,-0.412608,-4.239511,8.986728,-8.986728,-0.000000
7.800000,-0.454800,-4.198286,8.812803,-8.812803,-0.000000
7.810000,-0.496561,-4.153362,8.625208,-8.625208,-0.000000
7.820000,-0.537855,-4.104856,8.424921,-8.424921,-0.000000
7.830000,-0.578647,-4.052892,8.212967,-8.212967,-0.000000
7.840000,-0.618902,-3.997600,7.990402,-7.990402,-0.000000
7.850000,-0.658588,-3.939114,7.758308,-7.758309,-0.000000
7.860000,-0.697674,-3.877572,7.517782,-7.517782,-0.000000
7.870000,-0.736130,-3.813115,7.269923,-7.269923,-0.000000
7.880000,-0.773927,-3.745886,7.015831,-7.015832,-0.000000
7.890000,-0.811039,-3.676029,6.756596,-6.756596,-0.000000
7.900000,-0.847439,-3.603689,6.493286,-6.493286,-0.000000
7.910000,-0.883105,-3.529008,6.226948,-6.226948,-0.000000
7.920000,-0.918012,-3.452129,5.958599,-5.958599,-0.000000
7.930000,-0.952140,-3.373194,5.689218,-5.689218,-0.000000
7.940000,-0.985470,-3.292339,5.419748,-5.419748,-0.000000
7.950000,-1.017981,-3.209699,5.151085,-5.151085,-0.000000
7.960000,-1.049658,-3.125406,4.884081,-4.884081,-0.000000
7.970000,-1.080484,-3.039586,4.619541,-4.619541,-0.000000
7.980000,-1.110445,-2.952361,4.358218,-4.358218,-0.000000
7.990000,-1.139527,-2.863849,4.100816,-4.100816,-0.000000
8.000000,-1.167718,-2.774162,3.847988,-3.847989,-0.000000
8.010000,-1.195007,-2.683408,3.600338,-3.600339,-0.000000
8.020000,-1.221383,-2.591686,3.358419,-3.358419,-0.000000
8.030000,-1.246838,-2.499094,3.122736,-3.122736,-0.000000
8.040000,-1.271362,-2.405721,2.893747,-2.893747,-0.000000
8.050000,-1.294950,-2.311652,2.671867,-2.671867,-0.000000
8.060000,-1.317593,-2.216964,2.457464,-2.457464,-0.000000
8.070000,-1.339287,-2.121731,2.250871,-2.250871,-0.000000
8.080000,-1.360026,-2.026020,2.052378,-2.052378,-0.000000
8.090000,-1.379806,-1.929892,1.862242,-1.862242,-0.000000
8.100000,-1.398623,-1.833405,1.680687,-1.680687,-0.000000
8.110000,-1.416473,-1.736609,1.507906,-1.507906,-0.000000
8.120000,-1.433354,-1.639551,1.344065,-1.344065,-0.000000
8.130000,-1.449264,-1.542273,1.189303,-1.189303,-0.000000
8.140000,-1.464199,-1.444810,1.043738,-1.043738,-0.000000
8.150000,-1.478159,-1.347197,0.907469,-0.907469,-0.000000
8.160000,-1.491143,-1.249460,0.780576,-0.780576,-0.000000
8.170000,-1.503148,-1.151626,0.663122,-0.663122,-0.000000
8.180000,-1.514175,-1.053716,0.555158,-0.555158,-0.000000
8.190000,-1.524222,-0.955746,0.456725,-0.456725,-0.000000
8.200000,-1.533290,-0.857733,0.367853,-0.367853,-0.000000
8.210000,-1.541377,-0.759688,0.288563,-0.288563,-0.000000
8.220000,-1.548483,-0.661621,0.218871,-0.218871,-0.000000
8.230000,-1.554609,-0.563539,0.158788,-0.158788,-0.000000
8.240000,-1.559754,-0.465448,0.108321,-0.108321,-0.000000
8.250000,-1.563918,-0.367352,0.067474,-0.067474,-0.000000
8.260000,-1.567101,-0.269253,0.036249,-0.036249,-0.000000
8.270000,-1.569303,-0.171153,0.014647,-0.014647,-0.000000
8.280000,-1.570524,-0.073054,0.002668,-0.002668,-0.000000
8.290000,-1.570764,0.025046,0.000314,-0.000314,-0.000000
8.300000,-1.570023,0.123146,0.007583,-0.007583,-0.000000
8.310000,-1.568301,0.221246,0.024475,-0.024475,-0.000000
8.320000,-1.565598,0.319346,0.050991,-0.050991,-0.000000
8.330000,-1.561915,0.417443,0.087129,-0.087129,-0.000000
8.340000,-1.557250,0.515537,0.132889,-0.132889,-0.000000
8.350000,-1.551604,0.613624,0.188267,-0.188267,-0.000000
8.360000,-1.544977,0.711699,0.253258,-0.253258,-0.000000
8.370000,-1.537370,0.809756,0.327852,-0.327852,-0.000000
8.380000,-1.528782,0.907786,0.412038,-0.412038,-0.000000
8.390000,-1.519214,1.005779,0.505796,-0.505796,-0.000000
8.400000,-1.508667,1.103720,0.609099,-0.609099,-0.000000
8.410000,-1.497140,1.201594,0.721914,-0.721914,-0.000000
8.420000,-1.484635,1.299381,0.844196,-0.844196,-0.000000
8.430000,-1.471153,1.397058,0.975886,-0.975886,-0.000000
8.440000,-1.456694,1.494599,1.116912,-1.116912,-0.000000
8.450000,-1.441261,1.591972,1.267187,-1.267187,-0.000000
