t,phi,omega,T,U,E
1.650000,0.609352,-0.205035,0.021020,-9.809445,-9.788425
1.660000,0.607297,-0.206077,0.021234,-9.809449,-9.788215
1.670000,0.605231,-0.207115,0.021448,-9.809453,-9.788004
1.680000,0.603154,-0.208149,0.021663,-9.809456,-9.787793
1.690000,0.601068,-0.209180,0.021878,-9.809460,-9.787582
1.700000,0.598971,-0.210208,0.022094,-9.809464,-9.787370
1.710000,0.596864,-0.211231,0.022309,-9.809468,-9.787158
1.720000,0.594746,-0.212251,0.022525,-9.809471,-9.786946
1.730000,0.592619,-0.213268,0.022742,-9.809475,-9.786734
1.740000,0.590481,-0.214281,0.022958,-9.809479,-9.786521
1.750000,0.588333,-0.215290,0.023175,-9.809483,-9.786308
1.760000,0.586175,-0.216295,0.023392,-9.809487,-9.786095
1.770000,0.584007,-0.217297,0.023609,-9.809490,-9.785881
1.780000,0.581829,-0.218295,0.023826,-9.809494,-9.785668
1.790000,0.579641,-0.219289,0.024044,-9.809498,-9.785454
1.800000,0.577443,-0.220280,0.024262,-9.809502,-9.785240
1.810000,0.575236,-0.221267,0.024479,-9.809506,-9.785026
1.820000,0.573018,-0.222250,0.024697,-9.809509,-9.784812
1.830000,0.570791,-0.223229,0.024916,-9.809513,-9.784598
1.840000,0.568553,-0.224204,0.025134,-9.809517,-9.784383
1.850000,0.566307,-0.225176,0.025352,-9.809521,-9.784169
1.860000,0.564050,-0.226144,0.025570,-9.809525,-9.783954
1.870000,0.561784,-0.227107,0.025789,-9.809528,-9.783740
1.880000,0.559508,-0.228067,0.026007,-9.809532,-9.783525
1.890000,0.557222,-0.229023,0.026226,-9.809536,-9.783310
1.900000,0.554927,-0.229975,0.026444,-9.809540,-9.783096
1.910000,0.552623,-0.230923,0.026663,-9.809544,-9.782881
1.920000,0.550309,-0.231868,0.026881,-9.809548,-9.782666
1.930000,0.547986,-0.232808,0.027100,-9.809551,-9.782452
1.940000,0.545653,-0.233744,0.027318,-9.809555,-9.782237
1.950000,0.543311,-0.234676,0.027536,-9.809559,-9.782022
1.960000,0.540959,-0.235605,0.027755,-9.809563,-9.781808
1.970000,0.538599,-0.236529,0.027973,-9.809567,-9.781594
1.980000,0.536229,-0.237449,0.028191,-9.809570,-9.781379
1.990000,0.533850,-0.238365,0.028409,-9.809574,-9.781165
2.000000,0.531461,-0.239277,0.028627,-9.809578,-9.780951
2.010000,0.529064,-0.240185,0.028844,-9.809582,-9.780737
2.020000,0.526658,-0.241089,0.029062,-9.809586,-9.780524
2.030000,0.524242,-0.241988,0.029279,-9.809589,-9.780310
2.040000,0.521818,-0.242884,0.029496,-9.809593,-9.780097
2.050000,0.519385,-0.243775,0.029713,-9.809597,-9.779884
2.060000,0.516943,-0.244662,0.029930,-9.809601,-9.779671
2.070000,0.514491,-0.245545,0.030146,-9.809604,-9.779458
2.080000,0.512032,-0.246424,0.030362,-9.809608,-9.779246
2.090000,0.509563,-0.247299,0.030578,-9.809612,-9.779034
2.100000,0.507086,-0.248169,0.030794,-9.809616,-9.778822
2.110000,0.504600,-0.249035,0.031009,-9.809620,-9.778610
2.120000,0.502105,-0.249897,0.031224,-9.809623,-9.778399
2.130000,0.499602,-0.250754,0.031439,-9.809627,-9.778188
2.140000,0.497090,-0.251608,0.031653,-9.809631,-9.777978
2.150000,0.494570,-0.252456,0.031867,-9.809635,-9.777767
2.160000,0.492041,-0.253301,0.032081,-9.809638,-9.777558
2.170000,0.489504,-0.254141,0.032294,-9.809642,-9.777348
2.180000,0.486958,-0.254977,0.032507,-9.809646,-9.777139
2.190000,0.484404,-0.255809,0.032719,-9.809649,-9.776930
2.200000,0.481842,-0.256636,0.032931,-9.809653,-9.776722
2.210000,0.479271,-0.257459,0.033143,-9.809657,-9.776514
2.220000,0.476693,-0.258277,0.033354,-9.809660,-9.776307
2.230000,0.474106,-0.259091,0.033564,-9.809664,-9.776100
2.240000,0.471511,-0.259901,0.033774,-9.809668,-9.775894
2.250000,0.468908,-0.260706,0.033984,-9.809671,-9.775688
2.260000,0.466297,-0.261506,0.034193,-9.809675,-9.775482
2.270000,0.463678,-0.262302,0.034401,-9.809679,-9.775277
2.280000,0.461051,-0.263094,0.034609,-9.809682,-9.775073
2.290000,0.458416,-0.263881,0.034817,-9.809686,-9.774869
2.300000,0.455773,-0.264664,0.035023,-9.809690,-9.774666
2.310000,0.453123,-0.265442,0.035230,-9.809693,-9.774464
2.320000,0.450464,-0.266215,0.035435,-9.809697,-9.774261
2.330000,0.447798,-0.266984,0.035640,-9.809700,-9.774060
2.340000,0.445125,-0.267749,0.035845,-9.809704,-9.773859
2.350000,0.442443,-0.268509,0.036048,-9.809708,-9.773659
2.360000,0.439754,-0.269264,0.036252,-9.809711,-9.773460
2.370000,0.437058,-0.270015,0.036454,-9.809715,-9.773261
2.380000,0.434354,-0.270761,0.036656,-9.809718,-9.773062
2.390000,0.431643,-0.271502,0.036857,-9.809722,-9.772865
2.400000,0.428924,-0.272239,0.037057,-9.809725,-9.772668
2.410000,0.426198,-0.272971,0.037256,-9.809729,-9.772472
2.420000,0.423465,-0.273698,0.037455,-9.809732,-9.772277
2.430000,0.420724,-0.274421,0.037653,-9.809736,-9.772082
2.440000,0.417976,-0.275139,0.037851,-9.809739,-9.771888
2.450000,0.415221,-0.275852,0.038047,-9.809742,-9.771695
2.460000,0.412459,-0.276561,0.038243,-9.809746,-9.771503
2.470000,0.409690,-0.277264,0.038438,-9.809749,-9.771311
2.480000,0.406914,-0.277963,0.038632,-9.809753,-9.771121
2.490000,0.404131,-0.278658,0.038825,-9.809756,-9.770931
2.500000,0.401341,-0.279347,0.039017,-9.809759,-9.770742
2.510000,0.398544,-0.280032,0.039209,-9.809763,-9.770554
2.520000,0.395740,-0.280712,0.039400,-9.809766,-9.770366
2.530000,0.392930,-0.281387,0.039589,-9.809769,-9.770180
2.540000,0.390113,-0.282058,0.039778,-9.809773,-9.769994
2.550000,0.387289,-0.282723,0.039966,-9.809776,-9.769810
2.560000,0.384458,-0.283384,0.040153,-9.809779,-9.769626
2.570000,0.381621,-0.284040,0.040339,-9.809782,-9.769443
2.580000,0.378777,-0.284691,0.040524,-9.809786,-9.769261
2.590000,0.375927,-0.285337,0.040708,-9.809789,-9.769080
2.600000,0.373071,-0.285978,0.040892,-9.809792,-9.768900
2.610000,0.370208,-0.286614,0.041074,-9.809795,-9.768721
2.620000,0.367338,-0.287246,0.041255,-9.809798,-9.768543
2.630000,0.364463,-0.287872,0.041435,-9.809802,-9.768366
2.640000,0.361581,-0.288494,0.041614,-9.809805,-9.768190
2.650000,0.358693,-0.289110,0.041792,-9.809808,-9.768015
2.660000,0.355799,-0.289722,0.041969,-9.809811,-9.767841
2.670000,0.352899,-0.290329,0.042145,-9.809814,-9.767669
2.680000,0.349992,-0.290930,0.042320,-9.809817,-9.767497
2.690000,0.347080,-0.291527,0.042494,-9.809820,-9.767326
2.700000,0.344162,-0.292119,0.042667,-9.809823,-9.767156
2.710000,0.341238,-0.292706,0.042838,-9.809826,-9.766988
2.720000,0.338308,-0.293287,0.043009,-9.809829,-9.766820
2.730000,0.335372,-0.293864,0.043178,-9.809832,-9.766654
2.740000,0.332430,-0.294436,0.043346,-9.809835,-9.766489
2.750000,0.329483,-0.295002,0.043513,-9.809838,-9.766325
2.760000,0.326530,-0.295564,0.043679,-9.809841,-9.766162
2.770000,0.323572,-0.296120,0.043844,-9.809844,-9.766000
2.780000,0.320608,-0.296672,0.044007,-9.809846,-9.765839
2.790000,0.317638,-0.297218,0.044169,-9.809849,-9.765680
2.800000,0.314664,-0.297760,0.044330,-9.809852,-9.765522
2.810000,0.311683,-0.298296,0.044490,-9.809855,-9.765365
2.820000,0.308698,-0.298827,0.044649,-9.809858,-9.765209
2.830000,0.305707,-0.299353,0.044806,-9.809860,-9.765054
2.840000,0.302711,-0.299874,0.044962,-9.809863,-9.764901
2.850000,0.299709,-0.300389,0.045117,-9.809866,-9.764749
2.860000,0.296703,-0.300900,0.045270,-9.809868,-9.764598
2.870000,0.293691,-0.301405,0.045423,-9.809871,-9.764448
2.880000,0.290675,-0.301906,0.045574,-9.809874,-9.764300
2.890000,0.287653,-0.302401,0.045723,-9.809876,-9.764153
2.900000,0.284627,-0.302891,0.045871,-9.809879,-9.764008
2.910000,0.281595,-0.303376,0.046018,-9.809882,-9.763863
2.920000,0.278559,-0.303855,0.046164,-9.809884,-9.763720
2.930000,0.275518,-0.304329,0.046308,-9.809887,-9.763578
2.940000,0.272473,-0.304799,0.046451,-9.809889,-9.763438
2.950000,0.269422,-0.305262,0.046593,-9.809892,-9.763299
2.960000,0.266367,-0.305721,0.046733,-9.809894,-9.763161
2.970000,0.263308,-0.306175,0.046871,-9.809896,-9.763025
2.980000,0.260244,-0.306623,0.047009,-9.809899,-9.762890
2.990000,0.257176,-0.307066,0.047145,-9.809901,-9.762757
3.000000,0.254103,-0.307503,0.047279,-9.809904,-9.762624
3.010000,0.251025,-0.307936,0.047412,-9.809906,-9.762494
3.020000,0.247944,-0.308363,0.047544,-9.809908,-9.762364
3.030000,0.244858,-0.308785,0.047674,-9.809910,-9.762236
3.040000,0.241768,-0.309201,0.047803,-9.809913,-9.762110
3.050000,0.238674,-0.309613,0.047930,-9.809915,-9.761985
3.060000,0.235576,-0.310019,0.048056,-9.809917,-9.761861
3.070000,0.232474,-0.310419,0.048180,-9.809919,-9.761739
3.080000,0.229368,-0.310815,0.048303,-9.809921,-9.761618
3.090000,0.226258,-0.311205,0.048424,-9.809924,-9.761499
3.100000,0.223144,-0.311590,0.048544,-9.809926,-9.761382
3.110000,0.220026,-0.311969,0.048662,-9.809928,-9.761265
3.120000,0.216904,-0.312343,0.048779,-9.809930,-9.761151
3.130000,0.213779,-0.312712,0.048894,-9.809932,-9.761037
3.140000,0.210650,-0.313075,0.049008,-9.809934,-9.760926
3.150000,0.207517,-0.313433,0.049120,-9.809936,-9.760816
3.160000,0.204381,-0.313786,0.049231,-9.809938,-9.760707
3.170000,0.201242,-0.314133,0.049340,-9.809939,-9.760600
3.180000,0.198099,-0.314475,0.049447,-9.809941,-9.760494
3.190000,0.194952,-0.314811,0.049553,-9.809943,-9.760390
3.200000,0.191803,-0.315142,0.049657,-9.809945,-9.760288
3.210000,0.188649,-0.315468,0.049760,-9.809947,-9.760187
3.220000,0.185493,-0.315788,0.049861,-9.809949,-9.760087
3.230000,0.182334,-0.316103,0.049961,-9.809950,-9.759990
3.240000,0.179171,-0.316413,0.050059,-9.809952,-9.759894
3.250000,0.176006,-0.316717,0.050155,-9.809954,-9.759799
3.260000,0.172837,-0.317015,0.050249,-9.809955,-9.759706
3.270000,0.169665,-0.317309,0.050342,-9.809957,-9.759615
3.280000,0.166491,-0.317596,0.050434,-9.809959,-9.759525
3.290000,0.163313,-0.317879,0.050523,-9.809960,-9.759437
3.300000,0.160133,-0.318156,0.050612,-9.809962,-9.759350
3.310000,0.156950,-0.318427,0.050698,-9.809963,-9.759265
3.320000,0.153765,-0.318693,0.050783,-9.809965,-9.759182
3.330000,0.150576,-0.318954,0.050866,-9.809966,-9.759100
3.340000,0.147386,-0.319209,0.050947,-9.809968,-9.759020
3.350000,0.144192,-0.319458,0.051027,-9.809969,-9.758942
3.360000,0.140996,-0.319703,0.051105,-9.809970,-9.758865
3.370000,0.137798,-0.319941,0.051181,-9.809972,-9.758790
3.380000,0.134598,-0.320174,0.051256,-9.809973,-9.758717
3.390000,0.131395,-0.320402,0.051329,-9.809974,-9.758645
3.400000,0.128190,-0.320624,0.051400,-9.809975,-9.758575
3.410000,0.124982,-0.320841,0.051469,-9.809977,-9.758507
3.420000,0.121773,-0.321052,0.051537,-9.809978,-9.758441
3.430000,0.118561,-0.321258,0.051603,-9.809979,-9.758376
3.440000,0.115348,-0.321458,0.051668,-9.809980,-9.758312
3.450000,0.112132,-0.321653,0.051730,-9.809981,-9.758251
3.460000,0.108915,-0.321842,0.051791,-9.809982,-9.758191
3.470000,0.105695,-0.322026,0.051850,-9.809983,-9.758133
3.480000,0.102474,-0.322204,0.051908,-9.809984,-9.758077
3.490000,0.099251,-0.322377,0.051963,-9.809985,-9.758022
3.500000,0.096027,-0.322544,0.052017,-9.809986,-9.757969
3.510000,0.092800,-0.322706,0.052069,-9.809987,-9.757918
3.520000,0.089572,-0.322862,0.052120,-9.809988,-9.757868
3.530000,0.086343,-0.323012,0.052169,-9.809989,-9.757820
3.540000,0.083112,-0.323158,0.052215,-9.809990,-9.757774
3.550000,0.079880,-0.323297,0.052260,-9.809990,-9.757730
3.560000,0.076646,-0.323431,0.052304,-9.809991,-9.757687
3.570000,0.073411,-0.323560,0.052345,-9.809992,-9.757647
3.580000,0.070175,-0.323682,0.052385,-9.809993,-9.757607
3.590000,0.066938,-0.323800,0.052423,-9.809993,-9.757570
3.600000,0.063699,-0.323912,0.052459,-9.809994,-9.757535
3.610000,0.060460,-0.324018,0.052494,-9.809995,-9.757501
3.620000,0.057219,-0.324119,0.052526,-9.809995,-9.757469
3.630000,0.053977,-0.324214,0.052557,-9.809996,-9.757438
3.640000,0.050735,-0.324304,0.052586,-9.809996,-9.757410
3.650000,0.047491,-0.324388,0.052614,-9.809997,-9.757383
3.660000,0.044247,-0.324466,0.052639,-9.809997,-9.757358
3.670000,0.041002,-0.324539,0.052663,-9.809997,-9.757335
3.680000,0.037756,-0.324607,0.052685,-9.809998,-9.757313
3.690000,0.034510,-0.324668,0.052705,-9.809998,-9.757293
3.700000,0.031263,-0.324725,0.052723,-9.809999,-9.757275
3.710000,0.028015,-0.324775,0.052740,-9.809999,-9.757259
3.720000,0.024767,-0.324821,0.052754,-9.809999,-9.757245
3.730000,0.021519,-0.324860,0.052767,-9.809999,-9.757232
3.740000,0.018270,-0.324894,0.052778,-9.810000,-9.757221
3.750000,0.015021,-0.324923,0.052787,-9.810000,-9.757212
3.760000,0.011772,-0.324946,0.052795,-9.810000,-9.757205
3.770000,0.008522,-0.324963,0.052801,-9.810000,-9.757199
3.780000,0.005272,-0.324975,0.052804,-9.810000,-9.757196
3.790000,0.002023,-0.324981,0.052806,-9.810000,-9.757194
3.800000,-0.001227,-0.324982,0.052807,-9.810000,-9.757193
3.810000,-0.004477,-0.324977,0.052805,-9.810000,-9.757195
3.820000,-0.007727,-0.324967,0.052802,-9.810000,-9.757198
3.830000,-0.010976,-0.324951,0.052796,-9.810000,-9.757203
3.840000,-0.014226,-0.324929,0.052789,-9.810000,-9.757210
3.850000,-0.017475,-0.324902,0.052781,-9.810000,-9.757219
3.860000,-0.020724,-0.324869,0.052770,-9.809999,-9.757229
3.870000,-0.023972,-0.324831,0.052758,-9.809999,-9.757242
3.880000,-0.027220,-0.324787,0.052743,-9.809999,-9.757256
3.890000,-0.030468,-0.324738,0.052727,-9.809999,-9.757271
3.900000,-0.033715,-0.324683,0.052709,-9.809998,-9.757289
3.910000,-0.036962,-0.324622,0.052690,-9.809998,-9.757308
3.920000,-0.040208,-0.324556,0.052668,-9.809998,-9.757329
3.930000,-0.043453,-0.324485,0.052645,-9.809997,-9.757352
3.940000,-0.046697,-0.324407,0.052620,-9.809997,-9.757377
3.950000,-0.049941,-0.324325,0.052593,-9.809996,-9.757403
3.960000,-0.053184,-0.324236,0.052565,-9.809996,-9.757431
3.970000,-0.056426,-0.324142,0.052534,-9.809995,-9.757461
3.980000,-0.059667,-0.324043,0.052502,-9.809995,-9.757493
3.990000,-0.062906,-0.323938,0.052468,-9.809994,-9.757526
4.000000,-0.066145,-0.323828,0.052432,-9.809993,-9.757561
4.010000,-0.069383,-0.323712,0.052395,-9.809993,-9.757598
4.020000,-0.072619,-0.323590,0.052355,-9.809992,-9.757637
4.030000,-0.075855,-0.323463,0.052314,-9.809991,-9.757677
4.040000,-0.079089,-0.323330,0.052271,-9.809991,-9.757719
4.050000,-0.082321,-0.323192,0.052227,-9.809990,-9.757763
4.060000,-0.085553,-0.323048,0.052180,-9.809989,-9.757809
4.070000,-0.088782,-0.322899,0.052132,-9.809988,-9.757856
4.080000,-0.092011,-0.322744,0.052082,-9.809987,-9.757905
4.090000,-0.095237,-0.322584,0.052030,-9.809986,-9.757956
4.100000,-0.098462,-0.322418,0.051977,-9.809986,-9.758009
4.110000,-0.101685,-0.322247,0.051922,-9.809985,-9.758063
4.120000,-0.104907,-0.322070,0.051865,-9.809984,-9.758119
4.130000,-0.108127,-0.321888,0.051806,-9.809983,-9.758177
4.140000,-0.111345,-0.321700,0.051745,-9.809981,-9.758236
4.150000,-0.114561,-0.321506,0.051683,-9.809980,-9.758297
4.160000,-0.117775,-0.321308,0.051619,-9.809979,-9.758360
4.170000,-0.120987,-0.321103,0.051554,-9.809978,-9.758425
4.180000,-0.124197,-0.320893,0.051486,-9.809977,-9.758491
4.190000,-0.127405,-0.320678,0.051417,-9.809976,-9.758559
4.200000,-0.130611,-0.320457,0.051346,-9.809975,-9.758628
4.210000,-0.133814,-0.320231,0.051274,-9.809973,-9.758699
