t,phi,omega,T,U,E
4.220000,-0.137015,-0.319999,0.051200,-9.809972,-9.758772
4.230000,-0.140214,-0.319761,0.051124,-9.809971,-9.758847
4.240000,-0.143410,-0.319519,0.051046,-9.809969,-9.758923
4.250000,-0.146604,-0.319270,0.050967,-9.809968,-9.759001
4.260000,-0.149796,-0.319017,0.050886,-9.809966,-9.759081
4.270000,-0.152985,-0.318757,0.050803,-9.809965,-9.759162
4.280000,-0.156171,-0.318493,0.050719,-9.809964,-9.759245
4.290000,-0.159354,-0.318223,0.050633,-9.809962,-9.759329
4.300000,-0.162535,-0.317947,0.050545,-9.809961,-9.759415
4.310000,-0.165713,-0.317666,0.050456,-9.809959,-9.759503
4.320000,-0.168889,-0.317380,0.050365,-9.809957,-9.759592
4.330000,-0.172061,-0.317088,0.050272,-9.809956,-9.759683
4.340000,-0.175230,-0.316790,0.050178,-9.809954,-9.759776
4.350000,-0.178397,-0.316488,0.050082,-9.809952,-9.759870
4.360000,-0.181560,-0.316180,0.049985,-9.809951,-9.759966
4.370000,-0.184720,-0.315866,0.049886,-9.809949,-9.760063
4.380000,-0.187877,-0.315547,0.049785,-9.809947,-9.760162
4.390000,-0.191031,-0.315223,0.049683,-9.809945,-9.760263
4.400000,-0.194182,-0.314893,0.049579,-9.809944,-9.760365
4.410000,-0.197329,-0.314558,0.049473,-9.809942,-9.760469
4.420000,-0.200473,-0.314217,0.049366,-9.809940,-9.760574
4.430000,-0.203613,-0.313871,0.049258,-9.809938,-9.760681
4.440000,-0.206750,-0.313520,0.049147,-9.809936,-9.760789
4.450000,-0.209884,-0.313163,0.049036,-9.809934,-9.760899
4.460000,-0.213014,-0.312801,0.048922,-9.809932,-9.761010
4.470000,-0.216140,-0.312434,0.048807,-9.809930,-9.761123
4.480000,-0.219262,-0.312061,0.048691,-9.809928,-9.761237
4.490000,-0.222381,-0.311683,0.048573,-9.809926,-9.761353
4.500000,-0.225496,-0.311300,0.048454,-9.809924,-9.761470
4.510000,-0.228607,-0.310911,0.048333,-9.809922,-9.761589
4.520000,-0.231714,-0.310517,0.048210,-9.809920,-9.761709
4.530000,-0.234817,-0.310117,0.048086,-9.809918,-9.761831
4.540000,-0.237916,-0.309713,0.047961,-9.809915,-9.761954
4.550000,-0.241011,-0.309303,0.047834,-9.809913,-9.762079
4.560000,-0.244102,-0.308887,0.047706,-9.809911,-9.762205
4.570000,-0.247189,-0.308467,0.047576,-9.809909,-9.762333
4.580000,-0.250272,-0.308041,0.047445,-9.809906,-9.762462
4.590000,-0.253350,-0.307610,0.047312,-9.809904,-9.762592
4.600000,-0.256424,-0.307173,0.047178,-9.809902,-9.762724
4.610000,-0.259493,-0.306732,0.047042,-9.809899,-9.762857
4.620000,-0.262559,-0.306285,0.046905,-9.809897,-9.762992
4.630000,-0.265619,-0.305833,0.046767,-9.809895,-9.763128
4.640000,-0.268675,-0.305375,0.046627,-9.809892,-9.763265
4.650000,-0.271727,-0.304913,0.046486,-9.809890,-9.763404
4.660000,-0.274773,-0.304445,0.046343,-9.809887,-9.763544
4.670000,-0.277815,-0.303972,0.046199,-9.809885,-9.763685
4.680000,-0.280853,-0.303493,0.046054,-9.809882,-9.763828
4.690000,-0.283885,-0.303010,0.045907,-9.809880,-9.763972
4.700000,-0.286913,-0.302521,0.045760,-9.809877,-9.764117
4.710000,-0.289936,-0.302027,0.045610,-9.809874,-9.764264
4.720000,-0.292954,-0.301528,0.045460,-9.809872,-9.764412
4.730000,-0.295966,-0.301024,0.045308,-9.809869,-9.764561
4.740000,-0.298974,-0.300515,0.045155,-9.809866,-9.764712
4.750000,-0.301977,-0.300000,0.045000,-9.809864,-9.764864
4.760000,-0.304974,-0.299481,0.044844,-9.809861,-9.765017
4.770000,-0.307966,-0.298956,0.044687,-9.809858,-9.765171
4.780000,-0.310953,-0.298426,0.044529,-9.809856,-9.765326
4.790000,-0.313935,-0.297891,0.044370,-9.809853,-9.765483
4.800000,-0.316911,-0.297351,0.044209,-9.809850,-9.765641
4.810000,-0.319882,-0.296806,0.044047,-9.809847,-9.765800
4.820000,-0.322847,-0.296256,0.043884,-9.809844,-9.765960
4.830000,-0.325807,-0.295701,0.043719,-9.809841,-9.766122
4.840000,-0.328761,-0.295140,0.043554,-9.809839,-9.766285
4.850000,-0.331710,-0.294575,0.043387,-9.809836,-9.766448
4.860000,-0.334652,-0.294004,0.043219,-9.809833,-9.766613
4.870000,-0.337590,-0.293429,0.043050,-9.809830,-9.766779
4.880000,-0.340521,-0.292848,0.042880,-9.809827,-9.766947
4.890000,-0.343447,-0.292263,0.042709,-9.809824,-9.767115
4.900000,-0.346366,-0.291672,0.042536,-9.809821,-9.767284
4.910000,-0.349280,-0.291077,0.042363,-9.809818,-9.767455
4.920000,-0.352188,-0.290476,0.042188,-9.809815,-9.767626
4.930000,-0.355090,-0.289871,0.042013,-9.809812,-9.767799
4.940000,-0.357985,-0.289260,0.041836,-9.809809,-9.767973
4.950000,-0.360875,-0.288645,0.041658,-9.809805,-9.768147
4.960000,-0.363758,-0.288025,0.041479,-9.809802,-9.768323
4.970000,-0.366635,-0.287399,0.041299,-9.809799,-9.768500
4.980000,-0.369506,-0.286769,0.041118,-9.809796,-9.768678
4.990000,-0.372371,-0.286134,0.040936,-9.809793,-9.768856
5.000000,-0.375229,-0.285494,0.040753,-9.809790,-9.769036
5.010000,-0.378080,-0.284849,0.040570,-9.809786,-9.769217
5.020000,-0.380926,-0.284199,0.040385,-9.809783,-9.769399
5.030000,-0.383764,-0.283545,0.040199,-9.809780,-9.769581
5.040000,-0.386597,-0.282885,0.040012,-9.809777,-9.769765
5.050000,-0.389422,-0.282221,0.039824,-9.809773,-9.769949
5.060000,-0.392241,-0.281552,0.039636,-9.809770,-9.770134
5.070000,-0.395053,-0.280878,0.039446,-9.809767,-9.770321
5.080000,-0.397859,-0.280199,0.039256,-9.809763,-9.770508
5.090000,-0.400657,-0.279515,0.039064,-9.809760,-9.770696
5.100000,-0.403449,-0.278827,0.038872,-9.809757,-9.770885
5.110000,-0.406234,-0.278134,0.038679,-9.809753,-9.771074
5.120000,-0.409011,-0.277436,0.038485,-9.809750,-9.771265
5.130000,-0.411782,-0.276733,0.038291,-9.809747,-9.771456
5.140000,-0.414546,-0.276026,0.038095,-9.809743,-9.771648
5.150000,-0.417303,-0.275314,0.037899,-9.809740,-9.771841
5.160000,-0.420052,-0.274597,0.037702,-9.809736,-9.772035
5.170000,-0.422795,-0.273875,0.037504,-9.809733,-9.772229
5.180000,-0.425530,-0.273149,0.037305,-9.809729,-9.772424
5.190000,-0.428258,-0.272418,0.037106,-9.809726,-9.772620
5.200000,-0.430978,-0.271683,0.036906,-9.809722,-9.772817
5.210000,-0.433691,-0.270942,0.036705,-9.809719,-9.773014
5.220000,-0.436397,-0.270198,0.036503,-9.809715,-9.773212
5.230000,-0.439095,-0.269448,0.036301,-9.809712,-9.773411
5.240000,-0.441786,-0.268694,0.036098,-9.809708,-9.773610
5.250000,-0.444469,-0.267935,0.035895,-9.809705,-9.773810
5.260000,-0.447145,-0.267172,0.035690,-9.809701,-9.774011
5.270000,-0.449813,-0.266404,0.035486,-9.809698,-9.774212
5.280000,-0.452473,-0.265632,0.035280,-9.809694,-9.774414
5.290000,-0.455125,-0.264855,0.035074,-9.809691,-9.774617
5.300000,-0.457770,-0.264073,0.034867,-9.809687,-9.774820
5.310000,-0.460407,-0.263287,0.034660,-9.809683,-9.775023
5.320000,-0.463036,-0.262497,0.034452,-9.809680,-9.775227
5.330000,-0.465657,-0.261702,0.034244,-9.809676,-9.775432
5.340000,-0.468270,-0.260902,0.034035,-9.809672,-9.775637
5.350000,-0.470875,-0.260098,0.033826,-9.809669,-9.775843
5.360000,-0.473472,-0.259290,0.033616,-9.809665,-9.776049
5.370000,-0.476060,-0.258477,0.033405,-9.809661,-9.776256
5.380000,-0.478641,-0.257659,0.033194,-9.809658,-9.776463
5.390000,-0.481214,-0.256838,0.032983,-9.809654,-9.776671
5.400000,-0.483778,-0.256012,0.032771,-9.809650,-9.776879
5.410000,-0.486334,-0.255181,0.032559,-9.809647,-9.777088
5.420000,-0.488881,-0.254346,0.032346,-9.809643,-9.777297
5.430000,-0.491421,-0.253507,0.032133,-9.809639,-9.777506
5.440000,-0.493952,-0.252664,0.031919,-9.809635,-9.777716
5.450000,-0.496474,-0.251816,0.031706,-9.809632,-9.777926
5.460000,-0.498988,-0.250963,0.031491,-9.809628,-9.778137
5.470000,-0.501493,-0.250107,0.031277,-9.809624,-9.778347
5.480000,-0.503990,-0.249246,0.031062,-9.809620,-9.778559
5.490000,-0.506478,-0.248381,0.030847,-9.809617,-9.778770
5.500000,-0.508958,-0.247512,0.030631,-9.809613,-9.778982
5.510000,-0.511428,-0.246638,0.030415,-9.809609,-9.779194
5.520000,-0.513890,-0.245761,0.030199,-9.809605,-9.779406
5.530000,-0.516343,-0.244879,0.029983,-9.809602,-9.779619
5.540000,-0.518788,-0.243993,0.029766,-9.809598,-9.779832
5.550000,-0.521223,-0.243102,0.029549,-9.809594,-9.780045
5.560000,-0.523650,-0.242208,0.029332,-9.809590,-9.780258
5.570000,-0.526067,-0.241309,0.029115,-9.809587,-9.780471
5.580000,-0.528476,-0.240406,0.028898,-9.809583,-9.780685
5.590000,-0.530876,-0.239499,0.028680,-9.809579,-9.780899
5.600000,-0.533266,-0.238588,0.028462,-9.809575,-9.781113
5.610000,-0.535647,-0.237673,0.028244,-9.809571,-9.781327
5.620000,-0.538019,-0.236754,0.028026,-9.809567,-9.781541
5.630000,-0.540382,-0.235831,0.027808,-9.809564,-9.781756
5.640000,-0.542736,-0.234904,0.027590,-9.809560,-9.781970
5.650000,-0.545080,-0.233973,0.027372,-9.809556,-9.782184
5.660000,-0.547416,-0.233037,0.027153,-9.809552,-9.782399
5.670000,-0.549741,-0.232098,0.026935,-9.809548,-9.782614
5.680000,-0.552057,-0.231155,0.026716,-9.809545,-9.782828
5.690000,-0.554364,-0.230208,0.026498,-9.809541,-9.783043
5.700000,-0.556662,-0.229257,0.026279,-9.809537,-9.783258
5.710000,-0.558949,-0.228302,0.026061,-9.809533,-9.783472
5.720000,-0.561228,-0.227343,0.025842,-9.809529,-9.783687
5.730000,-0.563496,-0.226380,0.025624,-9.809526,-9.783902
5.740000,-0.565755,-0.225413,0.025406,-9.809522,-9.784116
5.750000,-0.568004,-0.224442,0.025187,-9.809518,-9.784331
5.760000,-0.570244,-0.223468,0.024969,-9.809514,-9.784545
5.770000,-0.572474,-0.222490,0.024751,-9.809510,-9.784759
5.780000,-0.574694,-0.221508,0.024533,-9.809507,-9.784974
5.790000,-0.576904,-0.220522,0.024315,-9.809503,-9.785188
5.800000,-0.579104,-0.219532,0.024097,-9.809499,-9.785402
5.810000,-0.581295,-0.218539,0.023880,-9.809495,-9.785616
5.820000,-0.583475,-0.217542,0.023662,-9.809491,-9.785829
5.830000,-0.585645,-0.216541,0.023445,-9.809488,-9.786043
5.840000,-0.587806,-0.215536,0.023228,-9.809484,-9.786256
5.850000,-0.589956,-0.214528,0.023011,-9.809480,-9.786469
5.860000,-0.592096,-0.213516,0.022795,-9.809476,-9.786682
5.870000,-0.594226,-0.212501,0.022578,-9.809472,-9.786894
5.880000,-0.596346,-0.211481,0.022362,-9.809469,-9.787106
5.890000,-0.598456,-0.210459,0.022146,-9.809465,-9.787318
5.900000,-0.600556,-0.209432,0.021931,-9.809461,-9.787530
5.910000,-0.602645,-0.208402,0.021716,-9.809457,-9.787742
5.920000,-0.604724,-0.207368,0.021501,-9.809454,-9.787953
5.930000,-0.606792,-0.206331,0.021286,-9.809450,-9.788164
5.940000,-0.608850,-0.205291,0.021072,-9.809446,-9.788374
5.950000,-0.610898,-0.204246,0.020858,-9.809442,-9.788584
5.960000,-0.612935,-0.203199,0.020645,-9.809439,-9.788794
5.970000,-0.614962,-0.202148,0.020432,-9.809435,-9.789003
5.980000,-0.616978,-0.201093,0.020219,-9.809431,-9.789212
5.990000,-0.618984,-0.200035,0.020007,-9.809428,-9.789421
6.000000,-0.620979,-0.198973,0.019795,-9.809424,-9.789629
6.010000,-0.622963,-0.197909,0.019584,-9.809420,-9.789836
6.020000,-0.624937,-0.196840,0.019373,-9.809416,-9.790043
6.030000,-0.626900,-0.195769,0.019163,-9.809413,-9.790250
6.040000,-0.628852,-0.194694,0.018953,-9.809409,-9.790456
6.050000,-0.630794,-0.193615,0.018743,-9.809405,-9.790662
6.060000,-0.632725,-0.192534,0.018535,-9.809402,-9.790867
6.070000,-0.634644,-0.191449,0.018326,-9.809398,-9.791072
6.080000,-0.636553,-0.190360,0.018119,-9.809395,-9.791276
6.090000,-0.638452,-0.189269,0.017911,-9.809391,-9.791480
6.100000,-0.640339,-0.188174,0.017705,-9.809387,-9.791683
6.110000,-0.642215,-0.187076,0.017499,-9.809384,-9.791885
6.120000,-0.644080,-0.185975,0.017293,-9.809380,-9.792087
6.130000,-0.645935,-0.184871,0.017089,-9.809377,-9.792288
6.140000,-0.647778,-0.183763,0.016884,-9.809373,-9.792489
6.150000,-0.649610,-0.182653,0.016681,-9.809369,-9.792689
6.160000,-0.651431,-0.181539,0.016478,-9.809366,-9.792888
6.170000,-0.653241,-0.180422,0.016276,-9.809362,-9.793086
6.180000,-0.655039,-0.179302,0.016075,-9.809359,-9.793284
6.190000,-0.656827,-0.178179,0.015874,-9.809355,-9.793482
6.200000,-0.658603,-0.177053,0.015674,-9.809352,-9.793678
6.210000,-0.660368,-0.175924,0.015475,-9.809348,-9.793874
6.220000,-0.662121,-0.174792,0.015276,-9.809345,-9.794069
6.230000,-0.663864,-0.173656,0.015078,-9.809342,-9.794263
6.240000,-0.665594,-0.172518,0.014881,-9.809338,-9.794457
6.250000,-0.667314,-0.171377,0.014685,-9.809335,-9.794650
6.260000,-0.669022,-0.170233,0.014490,-9.809331,-9.794842
6.270000,-0.670719,-0.169086,0.014295,-9.809328,-9.795033
6.280000,-0.672404,-0.167937,0.014101,-9.809324,-9.795223
6.290000,-0.674077,-0.166784,0.013908,-9.809321,-9.795413
6.300000,-0.675739,-0.165628,0.013716,-9.809318,-9.795601
6.310000,-0.677390,-0.164470,0.013525,-9.809314,-9.795789
6.320000,-0.679029,-0.163309,0.013335,-9.809311,-9.795976
6.330000,-0.680656,-0.162145,0.013145,-9.809308,-9.796162
6.340000,-0.682272,-0.160978,0.012957,-9.809304,-9.796348
6.350000,-0.683876,-0.159809,0.012769,-9.809301,-9.796532
6.360000,-0.685468,-0.158636,0.012583,-9.809298,-9.796715
6.370000,-0.687048,-0.157461,0.012397,-9.809295,-9.796898
6.380000,-0.688617,-0.156284,0.012212,-9.809291,-9.797079
6.390000,-0.690174,-0.155103,0.012029,-9.809288,-9.797260
6.400000,-0.691719,-0.153920,0.011846,-9.809285,-9.797439
6.410000,-0.693252,-0.152735,0.011664,-9.809282,-9.797618
6.420000,-0.694774,-0.151546,0.011483,-9.809279,-9.797796
6.430000,-0.696283,-0.150356,0.011303,-9.809276,-9.797972
6.440000,-0.697781,-0.149162,0.011125,-9.809273,-9.798148
6.450000,-0.699266,-0.147966,0.010947,-9.809269,-9.798322
6.460000,-0.700740,-0.146768,0.010770,-9.809266,-9.798496
6.470000,-0.702202,-0.145567,0.010595,-9.809263,-9.798668
6.480000,-0.703651,-0.144363,0.010420,-9.809260,-9.798840
6.490000,-0.705089,-0.143157,0.010247,-9.809257,-9.799010
6.500000,-0.706515,-0.141949,0.010075,-9.809254,-9.799179
6.510000,-0.707928,-0.140738,0.009904,-9.809251,-9.799348
6.520000,-0.709329,-0.139525,0.009734,-9.809248,-9.799515
6.530000,-0.710719,-0.138309,0.009565,-9.809245,-9.799681
6.540000,-0.712096,-0.137091,0.009397,-9.809242,-9.799845
6.550000,-0.713460,-0.135871,0.009230,-9.809239,-9.800009
6.560000,-0.714813,-0.134648,0.009065,-9.809237,-9.800172
6.570000,-0.716153,-0.133423,0.008901,-9.809234,-9.800333
6.580000,-0.717481,-0.132196,0.008738,-9.809231,-9.800493
6.590000,-0.718797,-0.130966,0.008576,-9.809228,-9.800652
6.600000,-0.720101,-0.129734,0.008416,-9.809225,-9.800810
6.610000,-0.721392,-0.128500,0.008256,-9.809222,-9.800966
6.620000,-0.722671,-0.127264,0.008098,-9.809220,-9.801122
6.630000,-0.723937,-0.126026,0.007941,-9.809217,-9.801276
6.640000,-0.725191,-0.124785,0.007786,-9.809214,-9.801429
6.650000,-0.726433,-0.123543,0.007631,-9.809212,-9.801580
6.660000,-0.727662,-0.122298,0.007478,-9.809209,-9.801730
6.670000,-0.728879,-0.121051,0.007327,-9.809206,-9.801880
6.680000,-0.730083,-0.119802,0.007176,-9.809204,-9.802027
6.690000,-0.731275,-0.118551,0.007027,-9.809201,-9.802174
6.700000,-0.732454,-0.117298,0.006879,-9.809198,-9.802319
6.710000,-0.733621,-0.116043,0.006733,-9.809196,-9.802463
6.720000,-0.734775,-0.114786,0.006588,-9.809193,-9.802605
6.730000,-0.735917,-0.113527,0.006444,-9.809191,-9.802747
6.740000,-0.737045,-0.112266,0.006302,-9.809188,-9.802887
6.750000,-0.738162,-0.111003,0.006161,-9.809186,-9.803025
6.760000,-0.739266,-0.109738,0.006021,-9.809183,-9.803162
6.770000,-0.740357,-0.108472,0.005883,-9.809181,-9.803298
6.780000,-0.741435,-0.107203,0.005746,-9.809179,-9.803432
6.790000,-0.742501,-0.105933,0.005611,-9.809176,-9.803565
6.800000,-0.743554,-0.104661,0.005477,-9.809174,-9.803697
6.810000,-0.744594,-0.103387,0.005344,-9.809172,-9.803827
6.820000,-0.745621,-0.102111,0.005213,-9.809169,-9.803956
6.830000,-0.746636,-0.100833,0.005084,-9.809167,-9.804083
6.840000,-0.747638,-0.099554,0.004956,-9.809165,-9.804209
6.850000,-0.748627,-0.098273,0.004829,-9.809163,-9.804334
6.860000,-0.749603,-0.096991,0.004704,-9.809160,-9.804457
6.870000,-0.750567,-0.095707,0.004580,-9.809158,-9.804578
6.880000,-0.751518,-0.094421,0.004458,-9.809156,-9.804699
6.890000,-0.752455,-0.093133,0.004337,-9.809154,-9.804817
6.900000,-0.753380,-0.091844,0.004218,-9.809152,-9.804934
6.910000,-0.754292,-0.090553,0.004100,-9.809150,-9.805050
6.920000,-0.755191,-0.089261,0.003984,-9.809148,-9.805164
6.930000,-0.756077,-0.087968,0.003869,-9.809146,-9.805277
6.940000,-0.756951,-0.086672,0.003756,-9.809144,-9.805388
6.950000,-0.757811,-0.085376,0.003644,-9.809142,-9.805497
6.960000,-0.758658,-0.084077,0.003534,-9.809140,-9.805606
6.970000,-0.759492,-0.082778,0.003426,-9.809138,-9.805712
6.980000,-0.760314,-0.081477,0.003319,-9.809136,-9.805817
6.990000,-0.761122,-0.080174,0.003214,-9.809134,-9.805920
7.000000,-0.761917,-0.078870,0.003110,-9.809133,-9.806022
7.010000,-0.762699,-0.077565,0.003008,-9.809131,-9.806123
7.020000,-0.763468,-0.076259,0.002908,-9.809129,-9.806221
7.030000,-0.764225,-0.074951,0.002809,-9.809127,-9.806319
7.040000,-0.764967,-0.073642,0.002712,-9.809126,-9.806414
7.050000,-0.765697,-0.072332,0.002616,-9.809124,-9.806508
7.060000,-0.766414,-0.071020,0.002522,-9.809122,-9.806600
7.070000,-0.767118,-0.069707,0.002430,-9.809121,-9.806691
7.080000,-0.767808,-0.068393,0.002339,-9.809119,-9.806780
7.090000,-0.768486,-0.067078,0.002250,-9.809118,-9.806868
7.100000,-0.769150,-0.065762,0.002162,-9.809116,-9.806954
7.110000,-0.769801,-0.064444,0.002077,-9.809115,-9.807038
7.120000,-0.770439,-0.063126,0.001992,-9.809113,-9.807121
7.130000,-0.771063,-0.061806,0.001910,-9.809112,-9.807202
7.140000,-0.771675,-0.060485,0.001829,-9.809110,-9.807281
7.150000,-0.772273,-0.059164,0.001750,-9.809109,-9.807359
7.160000,-0.772858,-0.057841,0.001673,-9.809108,-9.807435
7.170000,-0.773430,-0.056517,0.001597,-9.809106,-9.807509
7.180000,-0.773988,-0.055193,0.001523,-9.809105,-9.807582
7.190000,-0.774534,-0.053867,0.001451,-9.809104,-9.807653
7.200000,-0.775066,-0.052540,0.001380,-9.809102,-9.807722
7.210000,-0.775585,-0.051213,0.001311,-9.809101,-9.807790
7.220000,-0.776090,-0.049885,0.001244,-9.809100,-9.807856
7.230000,-0.776582,-0.048555,0.001179,-9.809099,-9.807920
7.240000,-0.777061,-0.047225,0.001115,-9.809098,-9.807983
7.250000,-0.777527,-0.045895,0.001053,-9.809097,-9.808044
7.260000,-0.777979,-0.044563,0.000993,-9.809096,-9.808103
7.270000,-0.778418,-0.043231,0.000934,-9.809095,-9.808160
7.280000,-0.778844,-0.041898,0.000878,-9.809094,-9.808216
7.290000,-0.779256,-0.040564,0.000823,-9.809093,-9.808270
7.300000,-0.779655,-0.039229,0.000769,-9.809092,-9.808322
7.310000,-0.780041,-0.037894,0.000718,-9.809091,-9.808373
7.320000,-0.780413,-0.036558,0.000668,-9.809090,-9.808422
7.330000,-0.780772,-0.035222,0.000620,-9.809089,-9.808469
7.340000,-0.781117,-0.033885,0.000574,-9.809088,-9.808514
7.350000,-0.781449,-0.032547,0.000530,-9.809088,-9.808558
7.360000,-0.781768,-0.031209,0.000487,-9.809087,-9.808600
7.370000,-0.782074,-0.029870,0.000446,-9.809086,-9.808640
7.380000,-0.782366,-0.028531,0.000407,-9.809085,-9.808678
7.390000,-0.782644,-0.027191,0.000370,-9.809085,-9.808715
7.400000,-0.782909,-0.025851,0.000334,-9.809084,-9.808750
7.410000,-0.783161,-0.024510,0.000300,-9.809084,-9.808783
7.420000,-0.783400,-0.023169,0.000268,-9.809083,-9.808815
7.430000,-0.783625,-0.021828,0.000238,-9.809083,-9.808844
7.440000,-0.783836,-0.020486,0.000210,-9.809082,-9.808872
7.450000,-0.784034,-0.019144,0.000183,-9.809082,-9.808898
7.460000,-0.784219,-0.017801,0.000158,-9.809081,-9.808923
7.470000,-0.784390,-0.016458,0.000135,-9.809081,-9.808945
7.480000,-0.784548,-0.015115,0.000114,-9.809080,-9.808966
7.490000,-0.784693,-0.013772,0.000095,-9.809080,-9.808985
7.500000,-0.784824,-0.012428,0.000077,-9.809080,-9.809002
7.510000,-0.784941,-0.011084,0.000061,-9.809079,-9.809018
7.520000,-0.785045,-0.009740,0.000047,-9.809079,-9.809032
7.530000,-0.785136,-0.008396,0.000035,-9.809079,-9.809044
7.540000,-0.785213,-0.007052,0.000025,-9.809079,-9.809054
7.550000,-0.785277,-0.005708,0.000016,-9.809079,-9.809062
7.560000,-0.785327,-0.004363,0.000010,-9.809079,-9.809069
7.570000,-0.785364,-0.003018,0.000005,-9.809078,-9.809074
7.580000,-0.785388,-0.001674,0.000001,-9.809078,-9.809077
7.590000,-0.785398,-0.000329,0.000000,-9.809078,-9.809078
7.600000,-0.785394,0.001016,0.000001,-9.809078,-9.809078
7.610000,-0.785377,0.002360,0.000003,-9.809078,-9.809076
7.620000,-0.785347,0.003705,0.000007,-9.809078,-9.809072
7.630000,-0.785303,0.005049,0.000013,-9.809079,-9.809066
7.640000,-0.785246,0.006394,0.000020,-9.809079,-9.809058
7.650000,-0.785175,0.007738,0.000030,-9.809079,-9.809049
7.660000,-0.785091,0.009083,0.000041,-9.809079,-9.809038
7.670000,-0.784994,0.010427,0.000054,-9.809079,-9.809025
7.680000,-0.784883,0.011771,0.000069,-9.809080,-9.809010
7.690000,-0.784758,0.013114,0.000086,-9.809080,-9.808994
7.700000,-0.784621,0.014458,0.000105,-9.809080,-9.808976
7.710000,-0.784469,0.015801,0.000125,-9.809081,-9.808956
7.720000,-0.784305,0.017144,0.000147,-9.809081,-9.808934
7.730000,-0.784126,0.018487,0.000171,-9.809081,-9.808910
7.740000,-0.783935,0.019829,0.000197,-9.809082,-9.808885
7.750000,-0.783730,0.021171,0.000224,-9.809082,-9.808858
7.760000,-0.783511,0.022513,0.000253,-9.809083,-9.808829
7.770000,-0.783280,0.023854,0.000285,-9.809083,-9.808799
7.780000,-0.783034,0.025195,0.000317,-9.809084,-9.808767
7.790000,-0.782776,0.026535,0.000352,-9.809084,-9.808732
7.800000,-0.782504,0.027875,0.000389,-9.809085,-9.808697
7.810000,-0.782218,0.029215,0.000427,-9.809086,-9.808659
7.820000,-0.781919,0.030554,0.000467,-9.809086,-9.808620
7.830000,-0.781607,0.031892,0.000509,-9.809087,-9.808579
7.840000,-0.781281,0.033230,0.000552,-9.809088,-9.808536
7.850000,-0.780942,0.034567,0.000597,-9.809089,-9.808491
7.860000,-0.780590,0.035904,0.000645,-9.809090,-9.808445
7.870000,-0.780224,0.037240,0.000693,-9.809090,-9.808397
7.880000,-0.779845,0.038576,0.000744,-9.809091,-9.808347
7.890000,-0.779453,0.039911,0.000796,-9.809092,-9.808296
7.900000,-0.779047,0.041245,0.000851,-9.809093,-9.808243
7.910000,-0.778628,0.042578,0.000906,-9.809094,-9.808188
7.920000,-0.778196,0.043911,0.000964,-9.809095,-9.808131
7.930000,-0.777750,0.045243,0.001023,-9.809096,-9.808073
7.940000,-0.777291,0.046574,0.001085,-9.809097,-9.808013
7.950000,-0.776818,0.047905,0.001147,-9.809098,-9.807951
7.960000,-0.776333,0.049234,0.001212,-9.809100,-9.807887
7.970000,-0.775834,0.050563,0.001278,-9.809101,-9.807822
7.980000,-0.775321,0.051891,0.001346,-9.809102,-9.807756
7.990000,-0.774796,0.053218,0.001416,-9.809103,-9.807687
8.000000,-0.774257,0.054544,0.001488,-9.809104,-9.807617
8.010000,-0.773705,0.055869,0.001561,-9.809106,-9.807545
8.020000,-0.773140,0.057193,0.001636,-9.809107,-9.807471
8.030000,-0.772561,0.058516,0.001712,-9.809108,-9.807396
8.040000,-0.771969,0.059839,0.001790,-9.809110,-9.807319
8.050000,-0.771364,0.061160,0.001870,-9.809111,-9.807241
8.060000,-0.770746,0.062480,0.001952,-9.809112,-9.807161
8.070000,-0.770115,0.063799,0.002035,-9.809114,-9.807079
8.080000,-0.769470,0.065117,0.002120,-9.809115,-9.806995
8.090000,-0.768812,0.066434,0.002207,-9.809117,-9.806910
8.100000,-0.768141,0.067750,0.002295,-9.809118,-9.806823
8.110000,-0.767457,0.069064,0.002385,-9.809120,-9.806735
8.120000,-0.766760,0.070378,0.002477,-9.809122,-9.806645
8.130000,-0.766050,0.071690,0.002570,-9.809123,-9.806553
8.140000,-0.765326,0.073001,0.002665,-9.809125,-9.806460
8.150000,-0.764590,0.074310,0.002761,-9.809127,-9.806366
8.160000,-0.763840,0.075619,0.002859,-9.809128,-9.806269
8.170000,-0.763077,0.076926,0.002959,-9.809130,-9.806171
8.180000,-0.762302,0.078232,0.003060,-9.809132,-9.806072
8.190000,-0.761513,0.079536,0.003163,-9.809134,-9.805971
8.200000,-0.760711,0.080839,0.003268,-9.809135,-9.805868
8.210000,-0.759896,0.082141,0.003374,-9.809137,-9.805764
8.220000,-0.759068,0.083441,0.003481,-9.809139,-9.805658
8.230000,-0.758227,0.084740,0.003590,-9.809141,-9.805551
8.240000,-0.757373,0.086038,0.003701,-9.809143,-9.805442
8.250000,-0.756506,0.087334,0.003814,-9.809145,-9.805331
8.260000,-0.755627,0.088628,0.003927,-9.809147,-9.805219
8.270000,-0.754734,0.089921,0.004043,-9.809149,-9.805106
8.280000,-0.753828,0.091213,0.004160,-9.809151,-9.804991
8.290000,-0.752910,0.092502,0.004278,-9.809153,-9.804875
8.300000,-0.751978,0.093791,0.004398,-9.809155,-9.804757
8.310000,-0.751034,0.095077,0.004520,-9.809157,-9.804637
8.320000,-0.750077,0.096362,0.004643,-9.809159,-9.804517
8.330000,-0.749107,0.097646,0.004767,-9.809162,-9.804394
8.340000,-0.748124,0.098928,0.004893,-9.809164,-9.804270
